trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,expectself.text,expectself.started,expectself.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_click.started,tijiao_click.stopped,check.started,check.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,check_2.started,check_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,image.started,image.stopped,key_resp.keys,key_resp.started,key_resp.stopped,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,8,0,,,,,,,,,,,,,,,None,None,None,None,None,140.0843245,None,140.0843245,None,140.0843245,None,140.0843245,None,r,0.3155181,140.0843245,None,140.0843245,None,140.4518336,None,140.4518336,None,140.4518336,None,140.4518336,None,140.4518336,None,140.4518336,None,140.7470525,None,140.7470525,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,142.0117271,None,42,75,55,36,42,22,144.5388173,None,7,2.2975451,144.5388173,None,144.5388173,None,144.5388173,None,144.5388173,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,146.9022087,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,9,0,,,,,,,,,,,,,,,None,None,None,None,None,148.8899796,None,148.8899796,None,148.8899796,None,148.8899796,None,r,1.040179,148.8899796,None,148.8899796,None,149.9767695,None,149.9767695,None,149.9767695,None,149.9767695,None,149.9767695,None,149.9767695,None,150.270923,151.9222323,150.270923,151.9222323,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,151.9525623,None,41,75,50,26,41,60,None,None,None,None,None,None,None,None,None,None,None,None,40,154.4818646,None,40,154.4818646,None,154.4818646,None,154.4818646,None,154.4818646,None,154.4818646,None,154.4818646,None,154.4818646,None,-0.020833333,-0.294270833,1,0,0,4.186896,tijiao,4.65E-05,None,154.4818646,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,7.966145833,1.9150822,158.7172075,None,158.7172075,None,158.7172075,None,158.7172075,None,None,None,160.6592281,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,10,0,,,,,,,,,,,,,,,None,None,None,None,None,162.267063,None,162.267063,None,162.267063,None,162.267063,None,j,0.2028192,162.267063,None,162.267063,None,162.5181695,None,162.5181695,None,162.5181695,None,162.5181695,None,162.5181695,None,162.5181695,None,162.8128728,164.0133457,162.8128728,164.0133457,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,164.0529554,None,50,73,55,31,31,48,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,166.5967982,None,166.5967982,None,166.5967982,None,166.5967982,None,166.5967982,None,166.5967982,None,55,166.5967982,None,166.5967982,None,0.01042362,None,166.5967982,None,3.9296875,2.0458151,172.0772578,None,172.0772578,None,172.0772578,None,172.0772578,None,None,None,174.1370111,None,0.08203125,-0.28515625,1,0,0,5.4481268,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,11,0,,,,,,,,,,,,,,,None,None,None,None,None,175.72622,None,175.72622,None,175.72622,None,175.72622,None,f,0.2738925,175.72622,None,175.72622,None,176.0455511,None,176.0455511,None,176.0455511,None,176.0455511,None,176.0455511,None,176.0455511,None,176.3391328,None,176.3391328,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,177.3275054,None,36,74,48,21,74,44,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,179.8636322,None,179.8636322,None,179.8636322,None,179.8636322,None,179.8636322,None,179.8636322,None,45,179.8636322,None,179.8636322,None,0.00192609,None,179.8636322,None,5.895833333,1.6307075,183.0168636,None,183.0168636,None,183.0168636,None,183.0168636,None,None,None,184.6609411,None,-0.072916667,-0.286458333,1,0,0,3.1215985,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,12,0,,,,,,,,,,,,,,,None,None,None,None,None,186.3000524,None,186.3000524,None,186.3000524,None,186.3000524,None,i,0.3298946,186.3000524,None,186.3000524,None,186.6707927,None,186.6707927,None,186.6707927,None,186.6707927,None,186.6707927,None,186.6707927,None,186.9628602,188.8976729,186.9628602,188.8976729,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,188.9297018,None,44,71,50,28,50,58,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,1,191.4716896,None,191.4716896,None,191.4716896,None,191.4716896,None,191.4716896,None,191.4716896,None,45,191.4716896,None,191.4716896,None,0.00272859,None,191.4716896,None,5.895833333,1.7600877,195.8914318,None,195.8914318,None,195.8914318,None,195.8914318,None,None,None,197.6697691,None,-0.016927083,-0.295572917,1,0,0,4.3734059,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,13,0,,,,,,,,,,,,,,,None,None,None,None,None,199.2759651,None,199.2759651,None,199.2759651,None,199.2759651,None,f,0.3241306,199.2759651,None,199.2759651,None,199.6436326,None,199.6436326,None,199.6436326,None,199.6436326,None,199.6436326,None,199.6436326,None,199.9386358,None,199.9386358,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,201.8606984,None,46,65,52,19,65,38,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,204.4163395,None,204.4163395,None,204.4163395,None,204.4163395,None,204.4163395,None,204.4163395,None,65,204.4163395,None,204.4163395,None,0.01638312,None,204.4163395,None,7.979166667,2.3136582,208.4007354,None,208.4007354,None,208.4007354,None,208.4007354,None,None,None,210.7287967,None,-0.041666667,-0.294270833,1,0,0,3.9533959,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,14,0,,,,,,,,,,,,,,,None,None,None,None,None,212.4357454,None,212.4357454,None,212.4357454,None,212.4357454,None,f,0.3844193,212.4357454,None,212.4357454,None,212.8700187,None,212.8700187,None,212.8700187,None,212.8700187,None,212.8700187,None,212.8700187,None,213.1645178,None,213.1645178,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,214.264554,None,50,68,52,21,68,53,None,None,None,None,None,None,None,None,None,None,None,None,70,216.7991526,None,70,216.7991526,None,216.7991526,None,216.7991526,None,216.7991526,None,216.7991526,None,216.7991526,None,216.7991526,None,0.0703125,-0.282552083,1,0,0,3.9966894,tijiao,0.00912259,None,216.7991526,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,9.059895833,2.4732159,220.8422665,None,220.8422665,None,220.8422665,None,220.8422665,None,None,None,223.3377423,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,15,0,,,,,,,,,,,,,,,None,None,None,None,None,225.1763878,None,225.1763878,None,225.1763878,None,225.1763878,None,f,0.5740881,225.1763878,None,225.1763878,None,225.7948201,None,225.7948201,None,225.7948201,None,225.7948201,None,225.7948201,None,225.7948201,None,226.0901917,None,226.0901917,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,226.9541842,None,35,74,56,23,74,22,229.4609809,None,7,1.9997276,229.4609809,None,229.4609809,None,229.4609809,None,229.4609809,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,231.515293,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,16,0,,,,,,,,,,,,,,,None,None,None,None,None,233.5152003,None,233.5152003,None,233.5152003,None,233.5152003,None,i,0.5953939,233.5152003,None,233.5152003,None,234.1513722,None,234.1513722,None,234.1513722,None,234.1513722,None,234.1513722,None,234.1513722,None,234.4461934,235.9637048,234.4461934,235.9637048,235.996097,None,235.996097,None,235.996097,None,235.996097,None,235.996097,None,235.996097,None,235.996097,None,235.996097,None,235.996097,None,45,70,61,21,61,50,None,None,None,None,None,None,None,None,None,None,None,None,65,238.5295798,None,65,238.5295798,None,238.5295798,None,238.5295798,None,238.5295798,None,238.5295798,None,238.5295798,None,238.5295798,None,0.139322917,-0.295572917,1,0,0,3.515147,tijiao,0.01143199,None,238.5295798,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,6.963541667,2.136182,242.0880591,None,242.0880591,None,242.0880591,None,242.0880591,None,None,None,244.2507057,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,17,0,,,,,,,,,,,,,,,None,None,None,None,None,245.907057,None,245.907057,None,245.907057,None,245.907057,None,f,0.2935483,245.907057,None,245.907057,None,246.2455234,None,246.2455234,None,246.2455234,None,246.2455234,None,246.2455234,None,246.2455234,None,246.5212668,248.2389697,246.5212668,248.2389697,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,248.2889036,None,49,65,61,20,65,22,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.2,1,250.8401923,None,250.8401923,None,250.8401923,None,250.8401923,None,250.8401923,None,250.8401923,None,70,250.8401923,None,250.8401923,None,0.00827582,None,250.8401923,None,10.03645833,1.4319259,254.7015989,None,254.7015989,None,254.7015989,None,254.7015989,None,None,None,256.1589317,None,0.067708333,-0.279947917,1,0,0,3.8284693,tijiao_random_2,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,18,0,,,,,,,,,,,,,,,None,None,None,None,None,257.7656507,None,257.7656507,None,257.7656507,None,257.7656507,None,f,0.4048526,257.7656507,None,257.7656507,None,258.2194001,None,258.2194001,None,258.2194001,None,258.2194001,None,258.2194001,None,258.2194001,None,258.5126188,259.9303874,258.5126188,259.9303874,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,259.9621692,None,48,69,53,14,69,53,262.4815294,None,6,1.1039666,262.4815294,None,262.4815294,None,262.4815294,None,262.4815294,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,263.6436971,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
0,0,19,0,,,,,,,,,,,,,,,None,None,None,None,None,265.2703303,None,265.2703303,None,265.2703303,None,265.2703303,None,f,0.4803607,265.2703303,None,265.2703303,None,265.789929,None,265.789929,None,265.789929,None,265.789929,None,265.789929,None,265.789929,None,266.084577,267.1019864,266.084577,267.1019864,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,267.1333032,None,47,63,55,16,63,56,None,None,None,None,None,None,None,None,None,None,None,None,65,269.6721881,None,65,269.6721881,None,269.6721881,None,269.6721881,None,269.6721881,None,269.6721881,None,269.6721881,None,269.6721881,None,0.067708333,-0.2890625,1,0,0,3.7965893,tijiao,0.00937459,None,269.6721881,None,-0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,8.018229167,1.4295271,273.5114467,None,273.5114467,None,273.5114467,None,273.5114467,None,None,None,274.9569891,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
1,0,20,0,,,,,,,,,,,,,,,None,None,None,None,None,276.9453089,None,276.9453089,None,276.9453089,None,276.9453089,None,i,0.7863017,276.9453089,None,276.9453089,None,277.7880242,None,277.7880242,None,277.7880242,None,277.7880242,None,277.7880242,None,277.7880242,None,278.0763463,279.594103,278.0763463,279.594103,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,279.6262224,None,48,64,49,22,49,26,282.1462272,None,5,1.8529588,282.1462272,None,282.1462272,None,282.1462272,None,282.1462272,None,,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,284.0504367,None,,,,,,,,,,,,,,240,f,18,2023_Mar_21_1655,RL,2021.2.3,59.95189462
