bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_img1.stopped,instru_resp.keys,instru_resp.rt,instru_resp.started,instru_resp.stopped,instru_img2.started,instru_img2.stopped,instru_resp2.keys,instru_resp2.rt,instru_resp2.started,instru_resp2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_image.started,rest_image.stopped,rest_response.keys,rest_response.started,rest_response.stopped,red.started,red.stopped,green.started,green.stopped,yellow.started,yellow.stopped,blue.started,blue.stopped,choose_bandit.keys,choose_bandit.rt,choose_bandit.started,choose_bandit.stopped,Fixation.started,Fixation.stopped,black.started,black.stopped,red_2.started,red_2.stopped,green_2.started,green_2.stopped,yellow_2.started,yellow_2.stopped,blue_2.started,blue_2.stopped,fixation_2.started,fixation_2.stopped,docs.started,docs.stopped,wait_playerB.started,wait_playerB.stopped,black_com.started,black_com.stopped,reward_sub.started,reward_sub.stopped,palyerb.started,palyerb.stopped,reward__sub.started,reward__sub.stopped,compare.started,compare.stopped,red_compare.started,red_compare.stopped,green_com.started,green_com.stopped,yellow_com.started,yellow_com.stopped,blue_com.started,blue_com.stopped,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,image_3.started,image_3.stopped,slider.response,slider.rt,slider.started,slider.stopped,text.started,text.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,value_expect_self,expect_self_black.started,expect_self_black.stopped,expect_self.started,expect_self.stopped,expect_self_red.started,expect_self_red.stopped,expect_self_green.started,expect_self_green.stopped,expect_self_yellow.started,expect_self_yellow.stopped,expect_self_blue.started,expect_self_blue.stopped,tijiao.started,tijiao.stopped,expectself.text,expectself.started,expectself.stopped,tijiao_click.started,tijiao_click.stopped,random_whicharm,whether_ask,jiantou_random.started,jiantou_random.stopped,expect_red.started,expect_red.stopped,expect_green.started,expect_green.stopped,expect_yellow.started,expect_yellow.stopped,expect_blue.started,expect_blue.stopped,expect_random_2.started,expect_random_2.stopped,expect_random_3.text,expect_random_3.started,expect_random_3.stopped,tijiao_random_2.started,tijiao_random_2.stopped,tijiao_random.started,tijiao_random.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,image_7.started,image_7.stopped,confi.started,confi.stopped,notconfi.started,notconfi.stopped,bigx.started,bigx.stopped,intertrialfix.started,intertrialfix.stopped,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,-0.3,-0.225,0,34,34,34,,,,,,,,,,,,,,,None,None,None,None,None,431.7665047,None,431.7665047,None,431.7665047,None,431.7665047,None,j,0.4668293,431.7665047,None,431.7665047,None,432.276974,None,432.276974,None,432.276974,None,432.276974,None,432.276974,None,432.276974,None,432.5652912,None,432.5652912,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,434.4471676,None,27,58,30,56,56,64,None,None,None,None,None,None,None,None,None,None,None,None,62,436.9803001,None,436.9803001,None,436.9803001,None,436.9803001,None,436.9803001,None,436.9803001,None,436.9803001,None,62,436.9803001,None,0.01303496,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.838541667,1.6348369,442.9431021,None,442.9431021,None,442.9431021,None,442.9431021,None,None,None,444.6048396,None,0.063802083,-0.309895833,1,0,0,5.9176375,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,35,35,35,,,,,,,,,,,,,,,None,None,None,None,None,446.3789199,None,446.3789199,None,446.3789199,None,446.3789199,None,j,0.7845973,446.3789199,None,446.3789199,None,447.2174626,None,447.2174626,None,447.2174626,None,447.2174626,None,447.2174626,None,447.2174626,None,447.5088432,None,447.5088432,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,448.9227651,None,33,54,36,56,56,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,1,451.4861868,None,451.4861868,None,451.4861868,None,451.4861868,None,451.4861868,None,451.4861868,None,59,451.4861868,None,451.4861868,None,0.016586,None,8.864583333,1.8467163,455.7215391,None,455.7215391,None,455.7215391,None,455.7215391,None,None,None,457.5820501,None,,,,,,,,0.009114583,-0.348958333,1,0,0,4.2039369,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,36,36,36,,,,,,,,,,,,,,,None,None,None,None,None,459.571876,None,459.571876,None,459.571876,None,459.571876,None,j,0.5218113,459.571876,None,459.571876,None,460.1484992,None,460.1484992,None,460.1484992,None,460.1484992,None,460.1484992,None,460.1484992,None,460.4344965,461.2684139,460.4344965,461.2684139,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,461.3020376,None,32,63,36,55,55,46,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,1,463.8507427,None,463.8507427,None,463.8507427,None,463.8507427,None,463.8507427,None,463.8507427,None,53,463.8507427,None,463.8507427,None,0.01101438,None,10.03645833,1.7321895,468.0610298,None,468.0610298,None,468.0610298,None,468.0610298,None,None,None,469.8078205,None,,,,,,,,0.151041667,-0.278645833,1,0,0,4.1807258,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,37,37,37,,,,,,,,,,,,,,,None,None,None,None,None,471.7129636,None,471.7129636,None,471.7129636,None,471.7129636,None,j,0.4219736,471.7129636,None,471.7129636,None,472.1787965,None,472.1787965,None,472.1787965,None,472.1787965,None,472.1787965,None,472.1787965,None,472.4761889,473.743936,472.4761889,473.743936,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,473.7813937,None,34,59,41,47,47,52,476.2927551,None,3,3.8089602,476.2927551,None,476.2927551,None,476.2927551,None,476.2927551,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,480.1620335,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,38,38,38,,,,,,,,,,,,,,,None,None,None,None,None,481.7038144,None,481.7038144,None,481.7038144,None,481.7038144,None,j,0.460794,481.7038144,None,481.7038144,None,482.2072253,None,482.2072253,None,482.2072253,None,482.2072253,None,482.2072253,None,482.2072253,None,482.4832638,484.0178609,482.4832638,484.0178609,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,484.0661545,None,31,68,45,55,55,53,486.5870288,None,5,2.5215782,486.5870288,None,486.5870288,None,486.5870288,None,486.5870288,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,489.159062,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,39,39,39,,,,,,,,,,,,,,,None,None,None,None,None,491.1099269,None,491.1099269,None,491.1099269,None,491.1099269,None,j,0.5547104,491.1099269,None,491.1099269,None,491.7123273,None,491.7123273,None,491.7123273,None,491.7123273,None,491.7123273,None,491.7123273,None,492.0067208,None,492.0067208,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,493.2539403,None,32,68,38,52,52,61,495.78019,None,3,1.801037,495.78019,None,495.78019,None,495.78019,None,495.78019,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,497.6299767,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,40,40,40,,,,,,,,,,,,,,,None,None,None,None,None,499.2452785,None,499.2452785,None,499.2452785,None,499.2452785,None,i,0.5495608,499.2452785,None,499.2452785,None,499.8319024,None,499.8319024,None,499.8319024,None,499.8319024,None,499.8319024,None,499.8319024,None,500.1287496,501.5131452,500.1287496,501.5131452,501.545467,None,501.545467,None,501.545467,None,501.545467,None,501.545467,None,501.545467,None,501.545467,None,501.545467,None,501.545467,None,30,63,43,57,43,62,None,None,None,None,None,None,None,None,None,None,None,None,45,504.0826852,None,504.0826852,None,504.0826852,None,504.0826852,None,504.0826852,None,504.0826852,None,504.0826852,None,45,504.0826852,None,0.01069046,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,8.682291667,1.5895356,507.484917,None,507.484917,None,507.484917,None,507.484917,None,None,None,509.099624,None,0.0234375,-0.34765625,1,0,0,3.3631069,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,41,41,41,,,,,,,,,,,,,,,None,None,None,None,None,510.9241688,None,510.9241688,None,510.9241688,None,510.9241688,None,j,0.9706988,510.9241688,None,510.9241688,None,511.9415939,None,511.9415939,None,511.9415939,None,511.9415939,None,511.9415939,None,511.9415939,None,512.237289,513.0714325,512.237289,513.0714325,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,513.1047273,None,28,61,43,57,57,48,515.6213451,None,7,1.6225431,515.6213451,None,515.6213451,None,515.6213451,None,515.6213451,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,517.3045889,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,42,42,42,,,,,,,,,,,,,,,None,None,None,None,None,518.8964507,None,518.8964507,None,518.8964507,None,518.8964507,None,j,0.3885086,518.8964507,None,518.8964507,None,519.3314863,None,519.3314863,None,519.3314863,None,519.3314863,None,519.3314863,None,519.3314863,None,519.6255555,None,519.6255555,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,521.1767155,None,32,59,35,65,65,52,523.6984776,None,7,1.6184711,523.6984776,None,523.6984776,None,523.6984776,None,523.6984776,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,525.3707067,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,43,43,43,,,,,,,,,,,,,,,None,None,None,None,None,527.0350986,None,527.0350986,None,527.0350986,None,527.0350986,None,j,0.459889,527.0350986,None,527.0350986,None,527.5384853,None,527.5384853,None,527.5384853,None,527.5384853,None,527.5384853,None,527.5384853,None,527.8312941,528.6486882,527.8312941,528.6486882,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,528.6822141,None,32,65,35,64,64,54,531.1964492,None,7,1.1895249,531.1964492,None,531.1964492,None,531.1964492,None,531.1964492,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,532.4450453,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,44,44,44,,,,,,,,,,,,,,,None,None,None,None,None,534.0564067,None,534.0564067,None,534.0564067,None,534.0564067,None,j,0.4390697,534.0564067,None,534.0564067,None,534.5437046,None,534.5437046,None,534.5437046,None,534.5437046,None,534.5437046,None,534.5437046,None,534.8361739,None,534.8361739,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,536.0032676,None,29,68,40,50,50,55,538.5260707,None,5,1.7680806,538.5260707,None,538.5260707,None,538.5260707,None,538.5260707,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,540.3399407,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,45,45,45,,,,,,,,,,,,,,,None,None,None,None,None,541.9455353,None,541.9455353,None,541.9455353,None,541.9455353,None,None,,541.9455353,None,541.9455353,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25,77,35,49,0,**,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,543.5403423,None,549.5464994,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,,,,,,None,None,None,None,None,551.4186299,None,551.4186299,None,551.4186299,None,551.4186299,None,j,0.5765215,551.4186299,None,551.4186299,None,552.0392219,None,552.0392219,None,552.0392219,None,552.0392219,None,552.0392219,None,552.0392219,None,552.3316923,554.0330941,552.3316923,554.0330941,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,554.0664177,None,34,68,32,57,57,46,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,556.609128,None,556.609128,None,556.609128,None,556.609128,None,556.609128,None,556.609128,None,45,556.609128,None,556.609128,None,0.01641098,None,8.03125,2.9427243,562.0662534,None,562.0662534,None,562.0662534,None,562.0662534,None,None,None,565.0247289,None,,,,,,,,0.342447917,-0.23828125,1,0,0,3.669082,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,47,47,47,,,,,,,,,,,,,,,None,None,None,None,None,566.8126424,None,566.8126424,None,566.8126424,None,566.8126424,None,j,0.5727706,566.8126424,None,566.8126424,None,567.4330632,None,567.4330632,None,567.4330632,None,567.4330632,None,567.4330632,None,567.4330632,None,567.7257276,569.5937335,567.7257276,569.5937335,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,569.6273319,None,35,64,29,51,51,59,572.1422251,None,3,2.3242425,572.1422251,None,572.1422251,None,572.1422251,None,572.1422251,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,574.5325179,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,,,,,,None,None,None,None,None,576.102472,None,576.102472,None,576.102472,None,576.102472,None,j,0.342856,576.102472,None,576.102472,None,576.4878307,None,576.4878307,None,576.4878307,None,576.4878307,None,576.4878307,None,576.4878307,None,576.7821428,None,576.7821428,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,578.7653142,None,34,69,33,56,56,43,581.2859297,None,5,1.9694267,581.2859297,None,581.2859297,None,581.2859297,None,581.2859297,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,583.3033749,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,49,49,49,,,,,,,,,,,,,,,None,None,None,None,None,584.8418319,None,584.8418319,None,584.8418319,None,584.8418319,None,j,0.4935866,584.8418319,None,584.8418319,None,585.3788861,None,585.3788861,None,585.3788861,None,585.3788861,None,585.3788861,None,585.3788861,None,585.6714951,587.4060414,585.6714951,587.4060414,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,587.4375476,None,41,68,28,60,60,64,589.9525721,None,2,1.8229592,589.9525721,None,589.9525721,None,589.9525721,None,589.9525721,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,591.8305661,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,,,,,,None,None,None,None,None,593.7147049,None,593.7147049,None,593.7147049,None,593.7147049,None,j,0.4507396,593.7147049,None,593.7147049,None,594.2159322,None,594.2159322,None,594.2159322,None,594.2159322,None,594.2159322,None,594.2159322,None,594.5110297,595.8451951,594.5110297,595.8451951,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,595.8765277,None,42,67,32,62,62,61,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,1,598.4187611,None,598.4187611,None,598.4187611,None,598.4187611,None,598.4187611,None,598.4187611,None,35,598.4187611,None,598.4187611,None,0.00402766,None,7.953125,1.1888876,602.6390611,None,602.6390611,None,602.6390611,None,602.6390611,None,None,None,603.8485339,None,,,,,,,,0.071614583,-0.302083333,1,0,0,4.1908459,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,51,51,51,,,,,,,,,,,,,,,None,None,None,None,None,605.4725919,None,605.4725919,None,605.4725919,None,605.4725919,None,j,0.5528983,605.4725919,None,605.4725919,None,606.0742213,None,606.0742213,None,606.0742213,None,606.0742213,None,606.0742213,None,606.0742213,None,606.3693476,607.186485,606.3693476,607.186485,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,607.2173965,None,51,64,40,58,58,40,609.7422144,None,6,2.034285,609.7422144,None,609.7422144,None,609.7422144,None,609.7422144,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,611.8266976,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,,,,,,None,None,None,None,None,613.7621376,None,613.7621376,None,613.7621376,None,613.7621376,None,j,0.4633314,613.7621376,None,613.7621376,None,614.2695327,None,614.2695327,None,614.2695327,None,614.2695327,None,614.2695327,None,614.2695327,None,614.5583402,616.5599061,614.5583402,616.5599061,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,616.5917296,None,40,65,35,74,74,68,619.108294,None,7,1.0230278,619.108294,None,619.108294,None,619.108294,None,619.108294,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,620.1970294,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,53,53,53,,,,,,,,,,,,,,,None,None,None,None,None,622.1679406,None,622.1679406,None,622.1679406,None,622.1679406,None,j,0.4977337,622.1679406,None,622.1679406,None,622.70171,None,622.70171,None,622.70171,None,622.70171,None,622.70171,None,622.70171,None,622.9975408,623.9314656,622.9975408,623.9314656,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,623.9620825,None,33,64,39,66,66,56,626.4849315,None,7,1.1515673,626.4849315,None,626.4849315,None,626.4849315,None,626.4849315,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,-0.6,2,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,627.6864616,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,,,,,,None,None,None,None,None,629.3717042,None,629.3717042,None,629.3717042,None,629.3717042,None,j,0.803963,629.3717042,None,629.3717042,None,630.2240878,None,630.2240878,None,630.2240878,None,630.2240878,None,630.2240878,None,630.2240878,None,630.5194136,None,630.5194136,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,632.4995209,None,36,74,37,66,66,59,None,None,None,None,None,None,None,None,None,None,None,None,70,635.0376512,None,635.0376512,None,635.0376512,None,635.0376512,None,635.0376512,None,635.0376512,None,635.0376512,None,70,635.0376512,None,0.01023616,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,9.880208333,1.2635946,640.9822046,None,640.9822046,None,640.9822046,None,640.9822046,None,None,None,642.2602986,None,0.16015625,-0.26953125,1,0,0,5.8985824,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,55,55,55,,,,,,,,,,,,,,,None,None,None,None,None,643.8827671,None,643.8827671,None,643.8827671,None,643.8827671,None,j,0.5541476,643.8827671,None,643.8827671,None,644.4853855,None,644.4853855,None,644.4853855,None,644.4853855,None,644.4853855,None,644.4853855,None,644.7792474,None,644.7792474,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,646.7999111,None,31,80,37,71,71,54,None,None,None,None,None,None,None,None,None,None,None,None,66,649.3298981,None,649.3298981,None,649.3298981,None,649.3298981,None,649.3298981,None,649.3298981,None,649.3298981,None,66,649.3298981,None,0.01109946,None,0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,9.815104167,2.1582068,655.8776483,None,655.8776483,None,655.8776483,None,655.8776483,None,None,None,658.069693,None,0.149739583,-0.227864583,1,0,0,5.5488428,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,56,56,56,,,,,,,,,,,,,,,None,None,None,None,None,659.5941014,None,659.5941014,None,659.5941014,None,659.5941014,None,j,0.5428519,659.5941014,None,659.5941014,None,660.1856041,None,660.1856041,None,660.1856041,None,660.1856041,None,660.1856041,None,660.1856041,None,660.4735245,661.6245582,660.4735245,661.6245582,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,661.6562851,None,36,80,42,69,69,56,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,1,664.2069313,None,664.2069313,None,664.2069313,None,664.2069313,None,664.2069313,None,664.2069313,None,50,664.2069313,None,664.2069313,None,0.01017058,None,7.067708333,1.3336075,670.9376844,None,670.9376844,None,670.9376844,None,670.9376844,None,None,None,672.2990166,None,,,,,,,,0.177083333,-0.2734375,1,0,0,6.6994752,tijiao,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,57,57,57,,,,,,,,,,,,,,,None,None,None,None,None,674.1875041,None,674.1875041,None,674.1875041,None,674.1875041,None,j,0.4594374,674.1875041,None,674.1875041,None,674.6902131,None,674.6902131,None,674.6902131,None,674.6902131,None,674.6902131,None,674.6902131,None,674.9835616,None,674.9835616,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,676.8633416,None,31,82,40,74,74,59,None,None,None,None,None,None,None,None,None,None,None,None,69,679.3950634,None,679.3950634,None,679.3950634,None,679.3950634,None,679.3950634,None,679.3950634,None,679.3950634,None,69,679.3950634,None,9.39E-05,None,0.2,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,7.888020833,1.9264403,687.3194995,None,687.3194995,None,687.3194995,None,687.3194995,None,None,None,689.2746179,None,0.115885417,-0.274739583,1,0,0,7.8731491,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
1,-0.3,-0.225,0,58,58,58,,,,,,,,,,,,,,,None,None,None,None,None,691.0141874,None,691.0141874,None,691.0141874,None,691.0141874,None,j,0.3829511,691.0141874,None,691.0141874,None,691.4508065,None,691.4508065,None,691.4508065,None,691.4508065,None,691.4508065,None,691.4508065,None,691.7283903,693.0960916,691.7283903,693.0960916,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,693.1469874,None,44,85,38,67,67,59,695.6633489,None,6,2.006263,695.6633489,None,695.6633489,None,695.6633489,None,695.6633489,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,0.2,3,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,697.7226971,None,,,,,,,,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
0,0.3,0.225,0,59,59,59,,,,,,,,,,,,,,,None,None,None,None,None,699.5553426,None,699.5553426,None,699.5553426,None,699.5553426,None,j,0.4021495,699.5553426,None,699.5553426,None,700.0067151,None,700.0067151,None,700.0067151,None,700.0067151,None,700.0067151,None,700.0067151,None,700.3013445,None,700.3013445,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,701.2142604,None,44,80,37,66,66,57,None,None,None,None,None,None,None,None,None,None,None,None,64,703.7507084,None,703.7507084,None,703.7507084,None,703.7507084,None,703.7507084,None,703.7507084,None,703.7507084,None,64,703.7507084,None,0.01026816,None,-0.6,0,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,9.033854167,1.8881244,708.5321069,None,708.5321069,None,708.5321069,None,708.5321069,None,None,None,710.4393685,None,0.259114583,-0.354166667,1,0,0,3.930246,tijiao,,,,,,,,,231,m,19,2023_Mar_21_0943,RL,2021.2.3,59.78794412
