trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
1,0,8,0,,,,,,,,,,None,165.7756676,165.7756676,165.7756676,165.7756676,165.7756676,165.7756676,j,0.4289646,166.2297859,166.2297859,166.2297859,166.2297859,166.2297859,166.2297859,166.5239816,166.5239816,167.3383974,167.3383974,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,167.3549441,35,49,40,57,57,69,4,4.1713201,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,174.0623227,175.6485861,169.8641264,169.8641264,169.8641264,169.8641264,169.8641264,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,9,0,,,,,,,,,,None,175.6485861,175.6485861,175.6485861,175.6485861,175.6485861,175.6485861,j,0.5399335,176.2141908,176.2141908,176.2141908,176.2141908,176.2141908,176.2141908,176.5130756,176.5130756,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,177.5770637,42,55,28,69,69,64,None,None,43,43,[0.03611111111111111],[-0.2898148148148148],[1],[0],[0],[6.622976899991045],['tijiao'],0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],186.7303601,186.7303601,186.7303601,186.7303601,5.037037037,3.5917887,190.341,192.1538068,,,,,,180.0909603,180.0909603,180.0909603,180.0909603,180.0909603,180.0909603,180.0909603,180.0909603,0.0057562,180.0909603,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,10,0,,,,,,,,,,None,192.1538068,192.1538068,192.1538068,192.1538068,192.1538068,192.1538068,j,0.6190831,192.8022595,192.8022595,192.8022595,192.8022595,192.8022595,192.8022595,193.1015677,193.1015677,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,194.3312963,42,54,47,61,61,72,None,None,66,66,[0.07685185185185185],[-0.2537037037037037],[1],[0],[0],[6.473347899998771],['tijiao'],-0.2,0,,,,,,,,,,,,[],[],[],[],[],[],[],203.3368166,203.3368166,203.3368166,203.3368166,6.925925926,3.6577118,207.0127096,208.8415494,,,,,,196.8413109,196.8413109,196.8413109,196.8413109,196.8413109,196.8413109,196.8413109,196.8413109,0.0051894,196.8413109,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,11,0,,,,,,,,,,None,208.8415494,208.8415494,208.8415494,208.8415494,208.8415494,208.8415494,f,0.4589482,209.3238968,209.3238968,209.3238968,209.3238968,209.3238968,209.3238968,209.6231004,209.6231004,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,210.7198361,35,52,53,67,52,28,5,1.2461924,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,214.5014876,216.1052009,213.2287715,213.2287715,213.2287715,213.2287715,213.2287715,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,12,0,,,,,,,,,,None,216.1052009,216.1052009,216.1052009,216.1052009,216.1052009,216.1052009,r,0.6668536,216.8038942,216.8038942,216.8038942,216.8038942,216.8038942,216.8038942,217.1023002,217.1023002,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,218.4988806,35,62,54,68,35,48,None,None,38,38,[0.05555555555555555],[-0.2518518518518518],[1],[0],[0],[11.99136849999195],['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],233.0234525,233.0234525,233.0234525,233.0234525,9.092592593,2.2592007,235.3016462,237.2309933,,,,,,221.0092621,221.0092621,221.0092621,221.0092621,221.0092621,221.0092621,221.0092621,221.0092621,0.0060441,221.0092621,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,13,0,,,,,,,,,,None,237.2309933,237.2309933,237.2309933,237.2309933,237.2309933,237.2309933,j,0.3508412,237.6134729,237.6134729,237.6134729,237.6134729,237.6134729,237.6134729,237.9127111,237.9127111,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,238.7266133,33,47,56,70,70,71,6,1.095821,,,[],[],[],[],[],[],[],0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,242.3581369,244.1284829,241.2356592,241.2356592,241.2356592,241.2356592,241.2356592,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,14,0,,,,,,,,,,None,244.1284829,244.1284829,244.1284829,244.1284829,244.1284829,244.1284829,j,0.6751259,244.8269703,244.8269703,244.8269703,244.8269703,244.8269703,244.8269703,245.1257549,245.1257549,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,247.0041528,25,52,61,72,72,70,6,2.0434467,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,251.5821099,253.286705,249.5134526,249.5134526,249.5134526,249.5134526,249.5134526,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,15,0,,,,,,,,,,None,253.286705,253.286705,253.286705,253.286705,253.286705,253.286705,i,0.8526703,254.1681952,254.1681952,254.1681952,254.1681952,254.1681952,254.1681952,254.4672413,254.4672413,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,255.9633423,24,56,57,55,57,42,None,None,65,65,[0.014814814814814815],[-0.29259259259259257],[1],[0],[0],[4.2131374000018695],['tijiao'],0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],262.7071284,262.7071284,262.7071284,262.7071284,9.055555556,1.4309967,264.1564693,266.1352476,,,,,,258.4732167,258.4732167,258.4732167,258.4732167,258.4732167,258.4732167,258.4732167,258.4732167,0.0054104,258.4732167,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,16,0,,,,,,,,,,None,266.1352476,266.1352476,266.1352476,266.1352476,266.1352476,266.1352476,j,0.3972867,266.5509539,266.5509539,266.5509539,266.5509539,266.5509539,266.5509539,266.8504085,266.8504085,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,268.7116916,23,57,53,65,65,65,7,2.0937526,,,[],[],[],[],[],[],[],0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,273.3386724,274.8947023,271.2207641,271.2207641,271.2207641,271.2207641,271.2207641,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,17,0,,,,,,,,,,None,274.8947023,274.8947023,274.8947023,274.8947023,274.8947023,274.8947023,j,0.9820275,275.9090804,275.9090804,275.9090804,275.9090804,275.9090804,275.9090804,276.2079156,276.2079156,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,278.1693089,21,60,52,60,60,73,6,3.1075646,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,283.8100812,285.5155822,280.6784662,280.6784662,280.6784662,280.6784662,280.6784662,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,18,0,,,,,,,,,,None,285.5155822,285.5155822,285.5155822,285.5155822,285.5155822,285.5155822,i,0.5504046,286.0977055,286.0977055,286.0977055,286.0977055,286.0977055,286.0977055,286.3969394,286.3969394,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,287.2943876,26,51,57,62,57,63,5,2.6421575,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,292.4730616,294.2750707,289.8034536,289.8034536,289.8034536,289.8034536,289.8034536,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,19,0,,,,,,,,,,None,294.2750707,294.2750707,294.2750707,294.2750707,294.2750707,294.2750707,i,0.4475536,294.7407159,294.7407159,294.7407159,294.7407159,294.7407159,294.7407159,295.039896,295.039896,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,296.1864253,25,62,64,62,64,66,None,None,,,[],[],[],[],[],[],[],0.6,1,298.7033112,298.7033112,298.7033112,298.7033112,298.7033112,298.7033112,298.7033112,298.7033112,0.0057624,298.7033112,70,[-0.009259259259259259],[-0.3],[1],[0],[0],[6.632717100001173],['tijiao_random_2'],305.3486105,305.3486105,305.3486105,305.3486105,9.009259259,2.0208781,307.388359,308.9850797,,,,,,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,20,0,,,,,,,,,,None,308.9850797,308.9850797,308.9850797,308.9850797,308.9850797,308.9850797,j,0.4984443,309.5033821,309.5033821,309.5033821,309.5033821,309.5033821,309.5033821,309.7996266,309.7996266,311.6113796,311.6113796,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,311.6280725,20,56,54,64,64,78,4,2.9913401,,,[],[],[],[],[],[],[],-0.6,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,317.1528238,319.1405609,314.1369228,314.1369228,314.1369228,314.1369228,314.1369228,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,21,0,,,,,,,,,,None,319.1405609,319.1405609,319.1405609,319.1405609,319.1405609,319.1405609,i,0.6960365,319.8579977,319.8579977,319.8579977,319.8579977,319.8579977,319.8579977,320.154745,320.154745,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,321.2018653,22,51,52,65,52,34,6,0.9970402,,,[],[],[],[],[],[],[],0.2,3,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,324.7320697,326.4704124,323.7108147,323.7108147,323.7108147,323.7108147,323.7108147,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,22,0,,,,,,,,,,None,326.4704124,326.4704124,326.4704124,326.4704124,326.4704124,326.4704124,f,0.4944991,326.9861347,326.9861347,326.9861347,326.9861347,326.9861347,326.9861347,327.2853916,327.2853916,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,329.1963253,25,58,62,64,58,72,None,None,,,[],[],[],[],[],[],[],-0.6,1,331.7136853,331.7136853,331.7136853,331.7136853,331.7136853,331.7136853,331.7136853,331.7136853,0.0058381,331.7136853,37,[0.010185185185185186],[-0.2675925925925926],[1],[0],[0],[7.646004599999287],['tijiao_random_2'],339.3732177,339.3732177,339.3732177,339.3732177,9.148148148,1.904319,341.2957022,342.9921561,,,,,,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,23,0,,,,,,,,,,None,342.9921561,342.9921561,342.9921561,342.9921561,342.9921561,342.9921561,j,0.4964203,343.5093074,343.5093074,343.5093074,343.5093074,343.5093074,343.5093074,343.8064892,343.8064892,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,345.4358417,37,55,45,68,68,61,6,0.5809018,,,[],[],[],[],[],[],[],-0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,348.5499416,350.4881709,347.9447767,347.9447767,347.9447767,347.9447767,347.9447767,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,24,0,,,,,,,,,,None,350.4881709,350.4881709,350.4881709,350.4881709,350.4881709,350.4881709,j,0.6267351,351.1372335,351.1372335,351.1372335,351.1372335,351.1372335,351.1372335,351.4358876,351.4358876,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,352.4664437,31,52,51,66,66,81,None,None,,,[],[],[],[],[],[],[],-0.6,1,354.9845308,354.9845308,354.9845308,354.9845308,354.9845308,354.9845308,354.9845308,354.9845308,0.0055143,354.9845308,30,[0.01574074074074074],[-0.2796296296296296],[1],[0],[0],[5.366834500004188],['tijiao_random_2'],360.363742,360.363742,360.363742,360.363742,9.12962963,1.6900686,362.0722792,363.7020756,,,,,,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,25,0,,,,,,,,,,None,363.7020756,363.7020756,363.7020756,363.7020756,363.7020756,363.7020756,f,0.4289891,364.1513752,364.1513752,364.1513752,364.1513752,364.1513752,364.1513752,364.450617,364.450617,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,366.3453697,41,56,54,64,56,70,None,None,62,62,[-0.06388888888888888],[-0.3101851851851852],[1],[0],[0],[10.16223980000359],['tijiao'],-0.6,0,,,,,,,,,,,,[],[],[],[],[],[],[],379.0411941,379.0411941,379.0411941,379.0411941,8.814814815,2.2431339,381.3033217,383.2490781,,,,,,368.8565179,368.8565179,368.8565179,368.8565179,368.8565179,368.8565179,368.8565179,368.8565179,0.0068833,368.8565179,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
1,0,26,0,,,,,,,,,,None,383.2490781,383.2490781,383.2490781,383.2490781,383.2490781,383.2490781,j,0.3876799,383.664762,383.664762,383.664762,383.664762,383.664762,383.664762,383.9639805,383.9639805,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,385.8090708,33,54,51,78,78,63,7,2.1104159,,,[],[],[],[],[],[],[],0.6,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,390.4531524,392.2078255,388.3176922,388.3176922,388.3176922,388.3176922,388.3176922,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
0,0,27,0,,,,,,,,,,None,392.2078255,392.2078255,392.2078255,392.2078255,392.2078255,392.2078255,j,0.5347351,392.7734365,392.7734365,392.7734365,392.7734365,392.7734365,392.7734365,393.0722831,393.0722831,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,393.9866058,36,60,55,69,69,57,7,1.7112287,,,[],[],[],[],[],[],[],0.2,2,,,,,,,,,,,,[],[],[],[],[],[],[],,,,,None,None,398.2319925,400.2192058,396.4958006,396.4958006,396.4958006,396.4958006,396.4958006,,,,,,,,,,,,,,,,,235,f,21,2023-03-21_13h32.47.640,RL,2022.2.4,60.16582906
