trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,image_3.started,slider.started,text.started,image_4.started,image_5.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,slider_2.started,image_7.started,confi.started,notconfi.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,rest_image.started,rest_response.started,rest_response.rt,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate
,,,,59.3281057,59.3281057,space,12.0501198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
,,,,,,,,71.4164578,71.4164578,s,17.0412461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,0,0,,,,,,,,,88.478999,None,89.4931554,89.4931554,89.4931554,89.4931554,89.4931554,89.4931554,r,0.3179814,89.8543036,89.8543036,89.8543036,89.8543036,89.8543036,89.8543036,90.1409728,90.1409728,92.1187833,92.1187833,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,92.1362831,94.6449748,94.6449748,94.6449748,94.6449748,94.6449748,55,43,46,56,55,50,6,2.8238923,,,[],[],[],[],[],[],[],-0.6,2,,[],[],[],[],[],[],[],None,None,97.5433746,99.1659178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,1,0,,,,,,,,,,None,99.1659178,99.1659178,99.1659178,99.1659178,99.1659178,99.1659178,j,0.3467034,99.5369794,99.5369794,99.5369794,99.5369794,99.5369794,99.5369794,99.8313418,99.8313418,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,100.8950121,,,,,,40,32,38,69,69,69,None,None,67,67,[0.025925925925925925],[-0.2851851851851852],[1],[0],[0],[5.423003500007326],['tijiao'],0.6,0,,[],[],[],[],[],[],[],7.935185185,2.1799694,111.0495526,112.6627283,103.4164682,103.4164682,103.4164682,103.4164682,103.4164682,103.4164682,103.4164682,103.4164682,0.0073416,103.4164682,108.8582274,108.8582274,108.8582274,108.8582274,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,2,0,,,,,,,,,,None,112.6627283,112.6627283,112.6627283,112.6627283,112.6627283,112.6627283,j,0.348069,113.0287404,113.0287404,113.0287404,113.0287404,113.0287404,113.0287404,113.3277343,113.3277343,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,115.1392418,117.6484733,117.6484733,117.6484733,117.6484733,117.6484733,54,34,31,67,67,46,7,1.5618924,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],None,None,119.2367287,121.172799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,3,0,,,,,,,,,,None,121.172799,121.172799,121.172799,121.172799,121.172799,121.172799,i,0.421223,121.6259782,121.6259782,121.6259782,121.6259782,121.6259782,121.6259782,121.9207048,121.9207048,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,123.6661439,,,,,,34,37,38,66,38,63,None,None,,,[],[],[],[],[],[],[],0.6,1,65,[0.032407407407407406],[-0.2916666666666667],[1],[0],[0],[6.680279199994402],['tijiao_random_2'],8.046296296,3.5987479,136.4966732,138.3094025,,,,,,,,,,,132.8798094,132.8798094,132.8798094,132.8798094,126.1892213,126.1892213,126.1892213,126.1892213,126.1892213,126.1892213,126.1892213,126.1892213,0.0068268,126.1892213,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,4,0,,,,,,,,,,None,138.3094025,138.3094025,138.3094025,138.3094025,138.3094025,138.3094025,f,0.2743364,138.6146444,138.6146444,138.6146444,138.6146444,138.6146444,138.6146444,138.9079122,138.9079122,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,140.619973,143.1289267,143.1289267,143.1289267,143.1289267,143.1289267,29,37,26,68,37,44,5,3.7721983,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,146.9279134,148.6644977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,5,0,,,,,,,,,,None,148.6644977,148.6644977,148.6644977,148.6644977,148.6644977,148.6644977,r,0.6595525,149.346396,149.346396,149.346396,149.346396,149.346396,149.346396,149.6453004,149.6453004,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,151.2742508,,,,,,40,36,30,69,40,68,None,None,41,41,"[0.05648148148148148, 0.05462962962962963]","[-0.2462962962962963, -0.2777777777777778]","[1, 1]","[0, 0]","[0, 0]","[3.281190499998047, 4.211836099988432]",['tijiao'],0.2,0,,[],[],[],[],[],[],[],10.0462963,2.9944989,161.0296899,162.9586951,153.7841189,153.7841189,153.7841189,153.7841189,153.7841189,153.7841189,153.7841189,153.7841189,0.0058817,153.7841189,158.0162525,158.0162525,158.0162525,158.0162525,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,6,0,,,,,,,,,,None,162.9586951,162.9586951,162.9586951,162.9586951,162.9586951,162.9586951,i,0.4718419,163.45769,163.45769,163.45769,163.45769,163.45769,163.45769,163.7570488,163.7570488,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,165.5686499,,,,,,40,31,17,67,17,48,None,None,,,[],[],[],[],[],[],[],0.2,1,19,[0.06111111111111111],[-0.3148148148148148],[1],[0],[0],[6.646757299997262],['tijiao_random_2'],6.009259259,2.5186975,177.2852707,179.2309911,,,,,,,,,,,174.7480316,174.7480316,174.7480316,174.7480316,168.0872598,168.0872598,168.0872598,168.0872598,168.0872598,168.0872598,168.0872598,168.0872598,0.0058892,168.0872598,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,7,0,,,,,,,,,,None,179.2309911,179.2309911,179.2309911,179.2309911,179.2309911,179.2309911,i,0.235033,179.4975813,179.4975813,179.4975813,179.4975813,179.4975813,179.4975813,179.7964899,179.7964899,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,180.6608193,,,,,,31,21,30,65,30,56,None,None,,,[],[],[],[],[],[],[],0.2,1,37,[-0.023148148148148147],[-0.2898148148148148],[1],[0],[0],[8.908848399994895],['tijiao_random_2'],5.953703704,3.0678834,195.1864444,197.0158778,,,,,,,,,,,192.0999825,192.0999825,192.0999825,192.0999825,183.1780711,183.1780711,183.1780711,183.1780711,183.1780711,183.1780711,183.1780711,183.1780711,0.0060548,183.1780711,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,8,0,,,,,,,,,,None,197.0158778,197.0158778,197.0158778,197.0158778,197.0158778,197.0158778,j,0.4183229,197.4649359,197.4649359,197.4649359,197.4649359,197.4649359,197.4649359,197.7641411,197.7641411,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,199.5261413,202.0352282,202.0352282,202.0352282,202.0352282,202.0352282,30,33,28,74,74,55,7,2.1434367,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,204.2027535,205.7585874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,9,0,,,,,,,,,,None,205.7585874,205.7585874,205.7585874,205.7585874,205.7585874,205.7585874,j,0.2825794,206.0752573,206.0752573,206.0752573,206.0752573,206.0752573,206.0752573,206.373856,206.373856,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,207.936308,,,,,,24,20,22,65,65,62,None,None,69,69,[-0.012962962962962963],[-0.2824074074074074],[1],[0],[0],[8.581510200005141],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.425925926,4.2420909,223.3099665,225.1557918,210.448363,210.448363,210.448363,210.448363,210.448363,210.448363,210.448363,210.448363,0.0078961,210.448363,219.0496985,219.0496985,219.0496985,219.0496985,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,10,0,,,,,,,,,,None,225.1557918,225.1557918,225.1557918,225.1557918,225.1557918,225.1557918,j,0.2818127,225.4560802,225.4560802,225.4560802,225.4560802,225.4560802,225.4560802,225.7544222,225.7544222,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,227.08401,229.5927728,229.5927728,229.5927728,229.5927728,229.5927728,22,23,22,58,58,47,3,3.8718926,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,233.4915056,235.1949019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,11,0,,,,,,,,,,None,235.1949019,235.1949019,235.1949019,235.1949019,235.1949019,235.1949019,r,0.2679677,235.494891,235.494891,235.494891,235.494891,235.494891,235.494891,235.7935402,235.7935402,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,237.139851,,,,,,23,19,26,62,23,51,None,None,22,22,[-0.010185185185185186],[-0.27685185185185185],[1],[0],[0],[8.900119500001892],['tijiao'],0.6,0,,[],[],[],[],[],[],[],5,2.9735847,251.5660855,253.2290716,239.6504939,239.6504939,239.6504939,239.6504939,239.6504939,239.6504939,239.6504939,239.6504939,0.0053436,239.6504939,248.5735393,248.5735393,248.5735393,248.5735393,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,12,0,,,,,,,,,,None,253.2290716,253.2290716,253.2290716,253.2290716,253.2290716,253.2290716,f,0.3013863,253.5624218,253.5624218,253.5624218,253.5624218,253.5624218,253.5624218,253.8610259,253.8610259,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,255.0909992,,,,,,26,28,27,63,28,27,None,None,30,30,[-0.05462962962962963],[-0.2833333333333333],[1],[0],[0],[10.67866910000157],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],6.842592593,2.0952551,270.4144543,272.2271923,257.6010651,257.6010651,257.6010651,257.6010651,257.6010651,257.6010651,257.6010651,257.6010651,0.0051439,257.6010651,268.3010036,268.3010036,268.3010036,268.3010036,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,13,0,,,,,,,,,,None,272.2271923,272.2271923,272.2271923,272.2271923,272.2271923,272.2271923,j,0.2106864,272.460209,272.460209,272.460209,272.460209,272.460209,272.460209,272.7594496,272.7594496,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,274.2387559,276.747902,276.747902,276.747902,276.747902,276.747902,27,20,22,67,67,62,5,3.672539,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],None,None,280.4461645,282.0005288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,14,0,,,,,,,,,,None,282.0005288,282.0005288,282.0005288,282.0005288,282.0005288,282.0005288,j,0.5735252,282.6003446,282.6003446,282.6003446,282.6003446,282.6003446,282.6003446,282.8985505,282.8985505,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,284.3776664,,,,,,26,29,27,79,79,50,None,None,,,[],[],[],[],[],[],[],-0.2,1,21,[0.04259259259259259],[-0.3148148148148148],[1],[0],[0],[8.308185800007777],['tijiao_random_2'],10.48148148,3.5513767,298.7871908,300.7823325,,,,,,,,,,,295.2171773,295.2171773,295.2171773,295.2171773,286.8965761,286.8965761,286.8965761,286.8965761,286.8965761,286.8965761,286.8965761,286.8965761,0.0062071,286.8965761,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,15,0,,,,,,,,,,None,300.7823325,300.7823325,300.7823325,300.7823325,300.7823325,300.7823325,j,0.2636954,301.0654844,301.0654844,301.0654844,301.0654844,301.0654844,301.0654844,301.3647721,301.3647721,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,302.3452367,,,,,,23,22,15,73,73,50,None,None,,,[],[],[],[],[],[],[],-0.2,1,25,[-0.018518518518518517],[-0.2833333333333333],[1],[0],[0],[6.480527300009271],['tijiao_random_2'],8.990740741,5.7438818,317.1208216,319.0661655,,,,,,,,,,,311.3588124,311.3588124,311.3588124,311.3588124,304.8642745,304.8642745,304.8642745,304.8642745,304.8642745,304.8642745,304.8642745,304.8642745,0.0063728,304.8642745,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,16,0,,,,,,,,,,None,319.0661655,319.0661655,319.0661655,319.0661655,319.0661655,319.0661655,r,0.6520738,319.7477798,319.7477798,319.7477798,319.7477798,319.7477798,319.7477798,320.0470146,320.0470146,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,321.5594473,,,,,,21,21,18,63,21,54,None,None,28,28,[0.03518518518518519],[-0.28888888888888886],[1],[0],[0],[5.725118200003635],['tijiao'],0.2,0,,[],[],[],[],[],[],[],9.083333333,1.8816798,331.7139047,333.2775354,324.0698128,324.0698128,324.0698128,324.0698128,324.0698128,324.0698128,324.0698128,324.0698128,0.0054713,324.0698128,329.8137816,329.8137816,329.8137816,329.8137816,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,17,0,,,,,,,,,,None,333.2775354,333.2775354,333.2775354,333.2775354,333.2775354,333.2775354,i,0.2822276,333.5767615,333.5767615,333.5767615,333.5767615,333.5767615,333.5767615,333.876099,333.876099,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,335.8540631,,,,,,24,24,14,71,14,56,None,None,,,[],[],[],[],[],[],[],-0.6,1,27,[0.003703703703703704],[-0.2962962962962963],[1],[0],[0],[5.299087199993664],['tijiao_random_2'],7.87037037,3.3170442,347.0224726,348.9180391,,,,,,,,,,,343.6864751,343.6864751,343.6864751,343.6864751,338.3744957,338.3744957,338.3744957,338.3744957,338.3744957,338.3744957,338.3744957,338.3744957,0.0061362,338.3744957,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,18,0,,,,,,,,,,None,348.9180391,348.9180391,348.9180391,348.9180391,348.9180391,348.9180391,j,0.2466611,349.18421,349.18421,349.18421,349.18421,349.18421,349.18421,349.4833249,349.4833249,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,350.7796956,,,,,,29,34,26,62,62,58,None,None,,,[],[],[],[],[],[],[],-0.6,1,19,[0.025],[-0.30092592592592593],[1],[0],[0],[8.241055199992843],['tijiao_random_2'],11,2.7860088,364.3582627,366.1541521,,,,,,,,,,,361.5554193,361.5554193,361.5554193,361.5554193,353.3001915,353.3001915,353.3001915,353.3001915,353.3001915,353.3001915,353.3001915,353.3001915,0.0059668,353.3001915,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,19,0,,,,,,,,,,None,366.1541521,366.1541521,366.1541521,366.1541521,366.1541521,366.1541521,r,0.0040776,366.1878119,366.1878119,366.1878119,366.1878119,366.1878119,366.1878119,366.4870207,366.4870207,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,367.700186,370.2095818,370.2095818,370.2095818,370.2095818,370.2095818,25,39,32,63,25,53,4,3.5410769,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],None,None,373.7734702,375.3788172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,20,0,,,,,,,,,,None,375.3788172,375.3788172,375.3788172,375.3788172,375.3788172,375.3788172,j,0.4898103,375.8946882,375.8946882,375.8946882,375.8946882,375.8946882,375.8946882,376.1940069,376.1940069,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,377.3906942,379.8995097,379.8995097,379.8995097,379.8995097,379.8995097,22,24,23,77,77,34,6,2.7248184,,,[],[],[],[],[],[],[],-0.2,3,,[],[],[],[],[],[],[],None,None,382.6538622,384.4542831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,21,0,,,,,,,,,,None,384.4542831,384.4542831,384.4542831,384.4542831,384.4542831,384.4542831,j,0.2760449,384.7537743,384.7537743,384.7537743,384.7537743,384.7537743,384.7537743,385.0531081,385.0531081,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,386.3826826,,,,,,20,20,17,72,72,50,None,None,79,79,[0.012962962962962963],[-0.2777777777777778],[1],[0],[0],[6.572529199998826],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],11,1.6653132,397.1685251,398.8980881,388.892576,388.892576,388.892576,388.892576,388.892576,388.892576,388.892576,388.892576,0.0053094,388.892576,395.4846028,395.4846028,395.4846028,395.4846028,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,22,0,,,,,,,,,,None,398.8980881,398.8980881,398.8980881,398.8980881,398.8980881,398.8980881,j,0.2336545,399.1654172,399.1654172,399.1654172,399.1654172,399.1654172,399.1654172,399.4637032,399.4637032,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,400.5601789,,,,,,34,30,13,68,68,55,None,None,,,[],[],[],[],[],[],[],0.6,1,70,[0.05],[-0.2740740740740741],[1],[0],[0],[5.386049900000216],['tijiao_random_2'],9.861111111,3.632596,412.1279766,414.0568006,,,,,,,,,,,408.4761746,408.4761746,408.4761746,408.4761746,403.0773048,403.0773048,403.0773048,403.0773048,403.0773048,403.0773048,403.0773048,403.0773048,0.0059852,403.0773048,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,23,0,,,,,,,,,,None,414.0568006,414.0568006,414.0568006,414.0568006,414.0568006,414.0568006,j,0.3050696,414.3897607,414.3897607,414.3897607,414.3897607,414.3897607,414.3897607,414.6884447,414.6884447,416.068381,416.068381,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,416.0849952,,,,,,28,33,15,70,70,56,None,None,77,77,[0.03148148148148148],[-0.2916666666666667],[1],[0],[0],[5.109637100002146],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],11,1.5634302,425.308401,427.2374453,418.5957047,418.5957047,418.5957047,418.5957047,418.5957047,418.5957047,418.5957047,418.5957047,0.0065505,418.5957047,423.7262637,423.7262637,423.7262637,423.7262637,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,24,0,,,,,,,,,,None,427.2374453,427.2374453,427.2374453,427.2374453,427.2374453,427.2374453,j,0.2423381,427.5039942,427.5039942,427.5039942,427.5039942,427.5039942,427.5039942,427.8028958,427.8028958,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,428.6174159,,,,,,26,36,12,71,71,49,None,None,76,76,[-0.019444444444444445],[-0.2777777777777778],[1],[0],[0],[4.7443951000022935],['tijiao'],0.6,0,,[],[],[],[],[],[],[],10.91666667,1.331831,437.2425479,439.204907,431.1277474,431.1277474,431.1277474,431.1277474,431.1277474,431.1277474,431.1277474,431.1277474,0.0061198,431.1277474,435.8921564,435.8921564,435.8921564,435.8921564,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,25,0,,,,,,,,,,None,439.204907,439.204907,439.204907,439.204907,439.204907,439.204907,j,0.4532193,439.6873393,439.6873393,439.6873393,439.6873393,439.6873393,439.6873393,439.9865382,439.9865382,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,441.8145649,,,,,,37,36,21,57,57,41,None,None,67,67,[0.012037037037037037],[-0.30925925925925923],[1],[0],[0],[9.331051800007117],['tijiao'],-0.2,0,,[],[],[],[],[],[],[],10.97222222,3.174937,456.8722925,458.8344107,444.3256322,444.3256322,444.3256322,444.3256322,444.3256322,444.3256322,444.3256322,444.3256322,0.0068391,444.3256322,453.6787447,453.6787447,453.6787447,453.6787447,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,26,0,,,,,,,,,,None,458.8344107,458.8344107,458.8344107,458.8344107,458.8344107,458.8344107,j,0.2111947,459.0693407,459.0693407,459.0693407,459.0693407,459.0693407,459.0693407,459.3665406,459.3665406,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,461.128625,463.637864,463.637864,463.637864,463.637864,463.637864,35,33,12,64,64,50,4,2.8916995,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],None,None,466.5557659,468.3587224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
0,0,27,0,,,,,,,,,,None,468.3587224,468.3587224,468.3587224,468.3587224,468.3587224,468.3587224,j,0.3966022,468.7744878,468.7744878,468.7744878,468.7744878,468.7744878,468.7744878,469.0733669,469.0733669,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,470.5029107,,,,,,34,48,21,65,65,45,None,None,66,66,[-0.03425925925925926],[-0.2759259259259259],[1],[0],[0],[4.246089000007487],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],9.981481481,3.9405663,481.239218,483.1184655,473.0130965,473.0130965,473.0130965,473.0130965,473.0130965,473.0130965,473.0130965,473.0130965,0.0055457,473.0130965,477.2798092,477.2798092,477.2798092,477.2798092,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
1,0,28,0,,,,,,,,,,None,483.1184655,483.1184655,483.1184655,483.1184655,483.1184655,483.1184655,j,0.2134317,483.3535963,483.3535963,483.3535963,483.3535963,483.3535963,483.3535963,483.650336,483.650336,485.5286152,485.5286152,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,485.5453613,488.0541874,488.0541874,488.0541874,488.0541874,488.0541874,42,40,20,63,63,41,4,2.5419655,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],None,None,490.6214492,492.459607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,f,23,2023-03-21_15h15.13.561,RL,2022.2.4,60.27814749
