bandit0,black_x_pos_random,black_y_pos_random,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,instru_img2.started,instru_resp2.started,instru_resp2.keys,instru_resp2.rt,fixbefore_2.started,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,wait_playerB.started,docs.stopped,wait_playerB.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,palyerb.started,reward__sub.started,compare.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,rewardyellow,rewardred,rewardblue,rewardgreen,subchoose,playerb,slider.response,slider.rt,expectself.started,expect_self_black.started,expect_self.started,expect_self_red.started,expect_self_green.started,expect_self_yellow.started,expect_self_blue.started,tijiao.started,tijiao_click.started,check.started,expectself.text,value_expect_self,tijiao_click.x,tijiao_click.y,tijiao_click.leftButton,tijiao_click.midButton,tijiao_click.rightButton,tijiao_click.time,tijiao_click.clicked_name,random_whicharm,whether_ask,expect_random_3.text,tijiao_random.x,tijiao_random.y,tijiao_random.leftButton,tijiao_random.midButton,tijiao_random.rightButton,tijiao_random.time,tijiao_random.clicked_name,slider_2.started,image_7.started,confi.started,notconfi.started,slider_2.response,slider_2.rt,intertrialfix.started,intertrialfix.stopped,image_3.started,slider.started,text.started,image_4.started,image_5.started,jiantou_random.started,expect_red.started,expect_green.started,expect_yellow.started,expect_blue.started,expect_random_2.started,expect_random_3.started,tijiao_random_2.started,tijiao_random.started,check_2.started,bigx.started,bigx.stopped,rest_image.started,rest_response.started,rest_response.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,27.633211500011384,27.633211500011384,space,1.7689418999943882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
,,,,,,,,,,,29.442884600022808,29.442884600022808,s,8.156474400078878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,45,45,45,,,,,,,,,,None,596.7620910000987,596.7620910000987,596.7620910000987,596.7620910000987,596.7620910000987,596.7620910000987,i,0.7407517998944968,597.5276854999829,597.5276854999829,597.5276854999829,597.5276854999829,597.5276854999829,597.5276854999829,597.8265809000004,597.8265809000004,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,599.8040909999982,12,59,30,60,30,79,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,65,[-0.01574074074074074],[-0.2574074074074074],[1],[0],[0],[4.301358399912715],['tijiao_random_2'],606.6390924002044,606.6390924002044,606.6390924002044,606.6390924002044,5.583333333333333,4.132170099997893,610.7899156000931,612.3362958000507,,,,,,602.3247452001087,602.3247452001087,602.3247452001087,602.3247452001087,602.3247452001087,602.3247452001087,602.3247452001087,602.3247452001087,0.00752629991620779,602.3247452001087,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,46,46,46,,,,,,,,,,None,612.3362958000507,612.3362958000507,612.3362958000507,612.3362958000507,612.3362958000507,612.3362958000507,f,0.6490279000718147,613.0184665999841,613.0184665999841,613.0184665999841,613.0184665999841,613.0184665999841,613.0184665999841,613.3176304001827,613.3176304001827,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,614.3314371001907,11,54,34,59,54,76,3.0,2.2434962999541312,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,619.111615100177,620.7300142000895,616.8406246001832,616.8406246001832,616.8406246001832,616.8406246001832,616.8406246001832,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,47,47,47,,,,,,,,,,None,620.7300142000895,620.7300142000895,620.7300142000895,620.7300142000895,620.7300142000895,620.7300142000895,r,0.7572383999358863,621.5129149002023,621.5129149002023,621.5129149002023,621.5129149002023,621.5129149002023,621.5129149002023,621.810897400137,621.810897400137,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,622.875004200032,17,56,29,72,17,79,None,None,625.3863517001737,625.3863517001737,625.3863517001737,625.3863517001737,625.3863517001737,625.3863517001737,625.3863517001737,625.3863517001737,0.007593799848109484,625.3863517001737,20,20,[-0.07222222222222222],[-0.32407407407407407],[1],[0],[0],[3.429450600175187],['tijiao'],0.6,0,,[],[],[],[],[],[],[],628.8358702000696,628.8358702000696,628.8358702000696,628.8358702000696,1.7777777777777777,2.0967944997828454,630.9513609001879,632.6640531001613,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,48,48,48,,,,,,,,,,None,632.6640531001613,632.6640531001613,632.6640531001613,632.6640531001613,632.6640531001613,632.6640531001613,i,0.6079259000252932,633.2989397000056,633.2989397000056,633.2989397000056,633.2989397000056,633.2989397000056,633.2989397000056,633.5954106000718,633.5954106000718,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,634.4599593000021,17,65,28,66,28,66,1.0,1.6119987000711262,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,638.6069355001673,640.4433346001897,636.9686695002019,636.9686695002019,636.9686695002019,636.9686695002019,636.9686695002019,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,49,49,49,,,,,,,,,,None,640.4433346001897,640.4433346001897,640.4433346001897,640.4433346001897,640.4433346001897,640.4433346001897,j,0.4027766000945121,640.8768240001518,640.8768240001518,640.8768240001518,640.8768240001518,640.8768240001518,640.8768240001518,641.1745066000149,641.1745066000149,642.3382781001274,642.3382781001274,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,642.354738100199,21,60,32,74,74,80,None,None,644.8653843000066,644.8653843000066,644.8653843000066,644.8653843000066,644.8653843000066,644.8653843000066,644.8653843000066,644.8653843000066,0.006579199805855751,644.8653843000066,78,78,[-0.11574074074074074],[-0.32222222222222224],[1],[0],[0],[5.242840599967167],['tijiao'],0.6,0,,[],[],[],[],[],[],[],650.1289643000346,650.1289643000346,650.1289643000346,650.1289643000346,7.638888888888888,2.2949806000106037,652.4429910001345,653.9563865000382,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,50,50,50,,,,,,,,,,None,653.9563865000382,653.9563865000382,653.9563865000382,653.9563865000382,653.9563865000382,653.9563865000382,j,0.5815320000983775,654.5559015001636,654.5559015001636,654.5559015001636,654.5559015001636,654.5559015001636,654.5559015001636,654.8541437999811,654.8541437999811,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,656.7819426001515,26,60,28,77,77,56,None,None,659.2922867001034,659.2922867001034,659.2922867001034,659.2922867001034,659.2922867001034,659.2922867001034,659.2922867001034,659.2922867001034,0.006157100200653076,659.2922867001034,78,78,[0.09351851851851851],[-0.27685185185185185],[1],[0],[0],[3.83067850000225],['tijiao'],0.2,0,,[],[],[],[],[],[],[],663.1443000000436,663.1443000000436,663.1443000000436,663.1443000000436,7.185185185185185,2.5942261999007314,665.7565130000003,667.4195195001084,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,51,51,51,,,,,,,,,,None,667.4195195001084,667.4195195001084,667.4195195001084,667.4195195001084,667.4195195001084,667.4195195001084,j,0.5234789000824094,667.9694277001545,667.9694277001545,667.9694277001545,667.9694277001545,667.9694277001545,667.9694277001545,668.2675050999969,668.2675050999969,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,669.5474851999898,30,58,21,73,73,82,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,80,[0.04259259259259259],[-0.2657407407407407],[1],[0],[0],[5.9820971000008285],['tijiao_random_2'],678.06062260014,678.06062260014,678.06062260014,678.06062260014,6.287037037037036,1.8714281001593918,679.9507900001481,681.946452600183,,,,,,672.0658332000021,672.0658332000021,672.0658332000021,672.0658332000021,672.0658332000021,672.0658332000021,672.0658332000021,672.0658332000021,0.0068338001146912575,672.0658332000021,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,52,52,52,,,,,,,,,,None,681.946452600183,681.946452600183,681.946452600183,681.946452600183,681.946452600183,681.946452600183,j,0.8425409002229571,682.8115493000951,682.8115493000951,682.8115493000951,682.8115493000951,682.8115493000951,682.8115493000951,683.1105475001968,683.1105475001968,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,684.157580500003,28,57,21,67,67,59,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,23,[0.028703703703703703],[-0.3055555555555556],[1],[0],[0],[3.9698640999849886],['tijiao_random_2'],690.6592487001326,690.6592487001326,690.6592487001326,690.6592487001326,7.166666666666667,5.412743899971247,696.0903819000814,697.9859916002024,,,,,,686.6769991000183,686.6769991000183,686.6769991000183,686.6769991000183,686.6769991000183,686.6769991000183,686.6769991000183,686.6769991000183,0.006108700064942241,686.6769991000183,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,53,53,53,,,,,,,,,,None,697.9859916002024,697.9859916002024,697.9859916002024,697.9859916002024,697.9859916002024,697.9859916002024,j,0.6493377999868244,698.6695777000859,698.6695777000859,698.6695777000859,698.6695777000859,698.6695777000859,698.6695777000859,698.9673185001593,698.9673185001593,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,700.861761600012,30,55,33,66,66,83,3.0,3.1397304001729935,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,3,,[],[],[],[],[],[],[],,,,,None,None,706.5361318001524,708.4076402001083,703.37112110015,703.37112110015,703.37112110015,703.37112110015,703.37112110015,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,54,54,54,,,,,,,,,,None,708.4076402001083,708.4076402001083,708.4076402001083,708.4076402001083,708.4076402001083,708.4076402001083,j,1.224217199953273,709.6547977000009,709.6547977000009,709.6547977000009,709.6547977000009,709.6547977000009,709.6547977000009,709.9537428000476,709.9537428000476,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,711.8486997000873,36,61,23,68,68,65,5.0,3.2074374998919666,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,3,,[],[],[],[],[],[],[],,,,,None,None,717.5928072000388,719.4941375001799,714.3579734000377,714.3579734000377,714.3579734000377,714.3579734000377,714.3579734000377,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,55,55,55,,,,,,,,,,None,719.4941375001799,719.4941375001799,719.4941375001799,719.4941375001799,719.4941375001799,719.4941375001799,j,0.5232445001602173,720.0426943001803,720.0426943001803,720.0426943001803,720.0426943001803,720.0426943001803,720.0426943001803,720.3421338000335,720.3421338000335,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,721.439302300103,39,56,27,70,70,81,4.0,1.8280631999950856,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,2,,[],[],[],[],[],[],[],,,,,None,None,725.8021735001821,727.4886809000745,723.9479500001762,723.9479500001762,723.9479500001762,723.9479500001762,723.9479500001762,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,56,56,56,,,,,,,,,,None,727.4886809000745,727.4886809000745,727.4886809000745,727.4886809000745,727.4886809000745,727.4886809000745,i,0.8172542999964207,728.3369733002037,728.3369733002037,728.3369733002037,728.3369733002037,728.3369733002037,728.3369733002037,728.6362161000725,728.6362161000725,730.5474690999836,730.5474690999836,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,730.5642723999918,40,61,16,65,16,80,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,20,[-0.028703703703703703],[-0.3037037037037037],[1],[0],[0],[3.289499399950728],['tijiao_random_2'],736.3874241001904,736.3874241001904,736.3874241001904,736.3874241001904,5.351851851851852,3.4996957001276314,739.9040687000379,741.6669360999949,,,,,,733.0830618001055,733.0830618001055,733.0830618001055,733.0830618001055,733.0830618001055,733.0830618001055,733.0830618001055,733.0830618001055,0.0068304999731481075,733.0830618001055,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,57,57,57,,,,,,,,,,None,741.6669360999949,741.6669360999949,741.6669360999949,741.6669360999949,741.6669360999949,741.6669360999949,j,0.9279491000343114,742.6169735000003,742.6169735000003,742.6169735000003,742.6169735000003,742.6169735000003,742.6169735000003,742.9138836001512,742.9138836001512,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,744.925018100068,37,51,23,64,64,90,None,None,747.4353514001705,747.4353514001705,747.4353514001705,747.4353514001705,747.4353514001705,747.4353514001705,747.4353514001705,747.4353514001705,0.006734499940648675,747.4353514001705,70,70,[-0.030555555555555555],[-0.2611111111111111],[1],[0],[0],[4.494961100164801],['tijiao'],0.6,0,,[],[],[],[],[],[],[],751.9523082000669,751.9523082000669,751.9523082000669,751.9523082000669,6.518518518518518,2.60958920000121,754.580625000177,756.3934029000811,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,58,58,58,,,,,,,,,,None,756.3934029000811,756.3934029000811,756.3934029000811,756.3934029000811,756.3934029000811,756.3934029000811,j,0.4955256001558155,756.9094261000864,756.9094261000864,756.9094261000864,756.9094261000864,756.9094261000864,756.9094261000864,757.2082679001614,757.2082679001614,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,758.2885500001721,36,49,26,58,58,80,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,1,80,[0.03425925925925926],[-0.26296296296296295],[1],[0],[0],[5.848608699860051],['tijiao_random_2'],766.6686112000607,766.6686112000607,766.6686112000607,766.6686112000607,6.833333333333334,2.2541463999077678,768.9415060000028,770.6045012001414,,,,,,760.8074070001021,760.8074070001021,760.8074070001021,760.8074070001021,760.8074070001021,760.8074070001021,760.8074070001021,760.8074070001021,0.007187700131908059,760.8074070001021,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,59,59,59,,,,,,,,,,None,770.6045012001414,770.6045012001414,770.6045012001414,770.6045012001414,770.6045012001414,770.6045012001414,f,0.9406343000009656,771.5702322002035,771.5702322002035,771.5702322002035,771.5702322002035,771.5702322002035,771.5702322002035,771.8682609000243,771.8682609000243,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,772.882054500049,39,46,19,59,46,87,None,None,775.3939787000418,775.3939787000418,775.3939787000418,775.3939787000418,775.3939787000418,775.3939787000418,775.3939787000418,775.3939787000418,0.007608099840581417,775.3939787000418,50,50,[0.05740740740740741],[-0.2740740740740741],[1],[0],[0],[4.5263960000593215],['tijiao'],0.6,0,,[],[],[],[],[],[],[],779.9410695000552,779.9410695000552,779.9410695000552,779.9410695000552,7.731481481481482,2.2624902999959886,782.2220907001756,784.0680272001773,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,60,60,60,,,,,,,,,,None,784.0680272001773,784.0680272001773,784.0680272001773,784.0680272001773,784.0680272001773,784.0680272001773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,44,45,23,53,0,**,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,0,,[],[],[],[],[],[],[],,,,,None,None,791.6135174001101,793.5254672002047,,,,,,,,,,,,,,,,785.6048307002056,791.6135174001101,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,61,61,61,,,,,,,,,,None,793.5254672002047,793.5254672002047,793.5254672002047,793.5254672002047,793.5254672002047,793.5254672002047,j,0.2874741000123322,793.8416731001344,793.8416731001344,793.8416731001344,793.8416731001344,793.8416731001344,793.8416731001344,794.1408383999951,794.1408383999951,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,795.5868210000917,41,51,28,53,53,66,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.6,1,60,[0.14814814814814814],[-0.2824074074074074],[1],[0],[0],[4.832310500089079],['tijiao_random_2'],802.9538476001471,802.9538476001471,802.9538476001471,802.9538476001471,7.0,3.999185400083661,806.9711379001383,808.9499061000533,,,,,,798.1082746000029,798.1082746000029,798.1082746000029,798.1082746000029,798.1082746000029,798.1082746000029,798.1082746000029,798.1082746000029,0.006851499900221825,798.1082746000029,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,62,62,62,,,,,,,,,,None,808.9499061000533,808.9499061000533,808.9499061000533,808.9499061000533,808.9499061000533,808.9499061000533,j,0.3134848999325186,809.2859581999946,809.2859581999946,809.2859581999946,809.2859581999946,809.2859581999946,809.2859581999946,809.5816194000654,809.5816194000654,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,811.3434792000335,42,37,26,52,52,79,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,1,60,[0.08981481481481482],[-0.2898148148148148],[1],[0],[0],[5.115457099862397],['tijiao_random_2'],818.993402000051,818.993402000051,818.993402000051,818.993402000051,5.305555555555555,3.500969200162217,822.5122677001636,824.0588201000355,,,,,,813.8643248002045,813.8643248002045,813.8643248002045,813.8643248002045,813.8643248002045,813.8643248002045,813.8643248002045,813.8643248002045,0.00713659985922277,813.8643248002045,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,63,63,63,,,,,,,,,,None,824.0588201000355,824.0588201000355,824.0588201000355,824.0588201000355,824.0588201000355,824.0588201000355,i,0.2877456999849528,824.3750975001603,824.3750975001603,824.3750975001603,824.3750975001603,824.3750975001603,824.3750975001603,824.6739752001595,824.6739752001595,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,826.2197769000195,39,49,32,52,32,70,None,None,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,1,70,"[-0.05648148148148148, -0.05925925925925926]","[-0.23796296296296296, -0.2759259259259259]","[1, 1]","[0, 0]","[0, 0]","[4.034872699994594, 5.415082799969241]",['tijiao_random_2'],834.1683380000759,834.1683380000759,834.1683380000759,834.1683380000759,8.083333333333334,5.046247799880803,839.2329184000846,841.1120907000732,,,,,,828.7406764000189,828.7406764000189,828.7406764000189,828.7406764000189,828.7406764000189,828.7406764000189,828.7406764000189,828.7406764000189,0.006760200019925833,828.7406764000189,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,64,64,64,,,,,,,,,,None,841.1120907000732,841.1120907000732,841.1120907000732,841.1120907000732,841.1120907000732,841.1120907000732,j,0.32593339984305203,841.4641269000713,841.4641269000713,841.4641269000713,841.4641269000713,841.4641269000713,841.4641269000713,841.7608051002026,841.7608051002026,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,843.0072898000944,38,43,33,46,46,82,3.0,2.957705399952829,,,,,,,,,,,,,[],[],[],[],[],[],[],0.2,2,,[],[],[],[],[],[],[],,,,,None,None,848.5020507001318,850.1376395002007,845.5165916001424,845.5165916001424,845.5165916001424,845.5165916001424,845.5165916001424,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,65,65,65,,,,,,,,,,None,850.1376395002007,850.1376395002007,850.1376395002007,850.1376395002007,850.1376395002007,850.1376395002007,f,0.4310917998664081,850.5874460001942,850.5874460001942,850.5874460001942,850.5874460001942,850.5874460001942,850.5874460001942,850.8859229001682,850.8859229001682,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,851.9495599002112,38,47,30,53,47,76,2.0,2.774995499989018,,,,,,,,,,,,,[],[],[],[],[],[],[],0.6,3,,[],[],[],[],[],[],[],,,,,None,None,857.259036200121,859.1962600001134,854.4587436001748,854.4587436001748,854.4587436001748,854.4587436001748,854.4587436001748,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
1,-0.3,-0.225,0,66,66,66,,,,,,,,,,None,859.1962600001134,859.1962600001134,859.1962600001134,859.1962600001134,859.1962600001134,859.1962600001134,r,0.40570980007760227,859.6293392002117,859.6293392002117,859.6293392002117,859.6293392002117,859.6293392002117,859.6293392002117,859.9279192001559,859.9279192001559,861.4236822000239,861.4236822000239,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,861.4403564999811,38,54,27,51,38,75,1.0,2.3263985998928547,,,,,,,,,,,,,[],[],[],[],[],[],[],-0.2,2,,[],[],[],[],[],[],[],,,,,None,None,866.3030501999892,867.8892393000424,863.9495048001409,863.9495048001409,863.9495048001409,863.9495048001409,863.9495048001409,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
0,0.3,0.225,0,67,67,67,,,,,,,,,,None,867.8892393000424,867.8892393000424,867.8892393000424,867.8892393000424,867.8892393000424,867.8892393000424,r,0.5903113000094891,868.5066394000314,868.5066394000314,868.5066394000314,868.5066394000314,868.5066394000314,868.5066394000314,868.8037311001681,868.8037311001681,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,870.1498488001525,41,47,21,48,41,70,None,None,872.6600320001598,872.6600320001598,872.6600320001598,872.6600320001598,872.6600320001598,872.6600320001598,872.6600320001598,872.6600320001598,0.005570199806243181,872.6600320001598,30,30,[-0.12314814814814815],[-0.30277777777777776],[1],[0],[0],[5.193280099891126],['tijiao'],-0.6,0,,[],[],[],[],[],[],[],877.8740715000313,877.8740715000313,877.8740715000313,877.8740715000313,9.092592592592592,2.527797400020063,880.4207374001853,882.0506253000349,,,,,,,,,,,,,,,,,,,,,276,f,23,2023-04-04_14h48.37.235,RL,2022.2.4,60.30261049138401,
