arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,docs.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
27,30,53,62,0,9,9,9,,,,,,,,,,,None,78.38685799998348,78.38685799998348,78.38685799998348,78.38685799998348,78.38685799998348,78.38685799998348,r,0.3151752999983728,78.72055089997593,78.72055089997593,78.72055089997593,78.72055089997593,78.72055089997593,78.72055089997593,79.02077929998632,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,80.8703405999986,83.01818799998728,83.01818799998728,83.01818799998728,83.01818799998728,83.01818799998728,83.01818799998728,83.01818799998728,27,62,53,30,62,60,83.01818799998728,84.78548649998265,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
30,33,55,56,0,10,10,10,,,,,,,,,,,None,84.78548649998265,84.78548649998265,84.78548649998265,84.78548649998265,84.78548649998265,84.78548649998265,r,0.36544320001848973,85.17169229997671,85.17169229997671,85.17169229997671,85.17169229997671,85.17169229997671,85.17169229997671,85.46888679999392,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,86.4857592000044,87.80060819999198,87.80060819999198,87.80060819999198,87.80060819999198,87.80060819999198,87.80060819999198,87.80060819999198,30,56,55,33,56,60,87.80060819999198,89.56788669998059,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
31,27,57,57,0,11,11,11,,,,,,,,,,,None,89.56788669998059,89.56788669998059,89.56788669998059,89.56788669998059,89.56788669998059,89.56788669998059,r,0.40598499999032356,90.0022922999924,90.0022922999924,90.0022922999924,90.0022922999924,90.0022922999924,90.0022922999924,90.28536690000328,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.00137299997732,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,92.0178898999875,94.03257839998696,94.03257839998696,94.03257839998696,94.03257839998696,94.03257839998696,94.03257839998696,94.03257839998696,31,57,57,27,57,60,94.03257839998696,95.96693880000385,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
41,29,62,64,0,12,12,12,,,,,,,,,,,None,95.96693880000385,95.96693880000385,95.96693880000385,95.96693880000385,95.96693880000385,95.96693880000385,r,0.3995297999936156,96.38595569998142,96.38595569998142,96.38595569998142,96.38595569998142,96.38595569998142,96.38595569998142,96.68405689997599,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,97.80051689999527,99.21486919999006,99.21486919999006,99.21486919999006,99.21486919999006,99.21486919999006,99.21486919999006,99.21486919999006,41,64,62,29,64,60,99.21486919999006,101.11626889999025,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
31,39,61,59,0,13,13,13,,,,,,,,,,,None,101.11626889999025,101.11626889999025,101.11626889999025,101.11626889999025,101.11626889999025,101.11626889999025,r,0.3984735000121873,101.53333439998096,101.53333439998096,101.53333439998096,101.53333439998096,101.53333439998096,101.53333439998096,101.81674779998139,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.73264499998186,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,103.74922559998231,105.96415919999708,105.96415919999708,105.96415919999708,105.96415919999708,105.96415919999708,105.96415919999708,105.96415919999708,31,59,61,39,59,60,105.96415919999708,107.515302099986,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
34,37,68,59,0,14,14,14,,,,,,,,,,,None,107.515302099986,107.515302099986,107.515302099986,107.515302099986,107.515302099986,107.515302099986,r,0.32713609997881576,107.8688135999837,107.8688135999837,107.8688135999837,107.8688135999837,107.8688135999837,107.8688135999837,108.14884409998194,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,109.99837759998627,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,110.01503759998013,112.16298369999276,112.16298369999276,112.16298369999276,112.16298369999276,112.16298369999276,112.16298369999276,112.16298369999276,34,59,68,37,59,60,112.16298369999276,114.13056009999127,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
33,34,57,60,0,15,15,15,,,,,,,,,,,None,114.13056009999127,114.13056009999127,114.13056009999127,114.13056009999127,114.13056009999127,114.13056009999127,r,0.35137699998449534,114.52938309998717,114.52938309998717,114.52938309998717,114.52938309998717,114.52938309998717,114.52938309998717,114.7977086000028,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.74722119999933,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,115.78082759998506,117.0287043999997,117.0287043999997,117.0287043999997,117.0287043999997,117.0287043999997,117.0287043999997,117.0287043999997,33,60,57,34,60,60,117.0287043999997,118.97983319999184,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
32,37,70,62,0,16,16,16,,,,,,,,,,,None,118.97983319999184,118.97983319999184,118.97983319999184,118.97983319999184,118.97983319999184,118.97983319999184,r,0.3792834999912884,119.3803770999948,119.3803770999948,119.3803770999948,119.3803770999948,119.3803770999948,119.3803770999948,119.66360749999876,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.58003039998584,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,120.5966365999775,121.81134899999597,121.81134899999597,121.81134899999597,121.81134899999597,121.81134899999597,121.81134899999597,121.81134899999597,32,62,70,37,62,60,121.81134899999597,123.51191549998475,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
28,37,68,66,0,17,17,17,,,,,,,,,,,None,123.51191549998475,123.51191549998475,123.51191549998475,123.51191549998475,123.51191549998475,123.51191549998475,r,0.3201540000154637,123.86258869999438,123.86258869999438,123.86258869999438,123.86258869999438,123.86258869999438,123.86258869999438,124.14557609998155,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.86199350000243,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,125.87861139999586,127.89401449999423,127.89401449999423,127.89401449999423,127.89401449999423,127.89401449999423,127.89401449999423,127.89401449999423,28,66,68,37,66,60,127.89401449999423,129.51097889998346,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
39,32,59,59,0,18,18,18,,,,,,,,,,,None,129.51097889998346,129.51097889998346,129.51097889998346,129.51097889998346,129.51097889998346,129.51097889998346,r,0.36798670000280254,129.9167759999982,129.9167759999982,129.9167759999982,129.9167759999982,129.9167759999982,129.9167759999982,130.19505939999362,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.1111239999882,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,132.12769629998365,134.3423019000038,134.3423019000038,134.3423019000038,134.3423019000038,134.3423019000038,134.3423019000038,134.3423019000038,39,59,59,32,59,60,134.3423019000038,135.90978919999907,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
29,32,68,62,0,19,19,19,,,,,,,,,,,None,135.90978919999907,135.90978919999907,135.90978919999907,135.90978919999907,135.90978919999907,135.90978919999907,r,0.38525630001095124,136.3317111999786,136.3317111999786,136.3317111999786,136.3317111999786,136.3317111999786,136.3317111999786,136.62747229999513,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,138.4433621999924,140.55777959999978,140.55777959999978,140.55777959999978,140.55777959999978,140.55777959999978,140.55777959999978,140.55777959999978,29,62,68,32,62,60,140.55777959999978,142.3089926999819,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
37,29,53,53,0,20,20,20,,,,,,,,,,,None,142.3089926999819,142.3089926999819,142.3089926999819,142.3089926999819,142.3089926999819,142.3089926999819,r,0.33937970001716167,142.6759819999861,142.6759819999861,142.6759819999861,142.6759819999861,142.6759819999861,142.6759819999861,142.95905589999165,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.79261569998926,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,143.80932519998169,144.9407183000003,144.9407183000003,144.9407183000003,144.9407183000003,144.9407183000003,144.9407183000003,144.9407183000003,37,53,53,29,53,60,144.9407183000003,146.65821739999228,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
31,34,61,47,0,21,21,21,,,,,,,,,,,None,146.65821739999228,146.65821739999228,146.65821739999228,146.65821739999228,146.65821739999228,146.65821739999228,r,0.28850200001033954,146.97682309997617,146.97682309997617,146.97682309997617,146.97682309997617,146.97682309997617,146.97682309997617,147.25896219999413,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.79150659998413,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,148.80829580000136,150.6398997999786,150.6398997999786,150.6398997999786,150.6398997999786,150.6398997999786,150.6398997999786,150.6398997999786,31,47,61,34,47,60,150.6398997999786,152.5407520000008,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
30,33,61,55,0,22,22,22,,,,,,,,,,,None,152.5407520000008,152.5407520000008,152.5407520000008,152.5407520000008,152.5407520000008,152.5407520000008,i,0.23866410000482574,152.80759779998334,152.80759779998334,152.80759779998334,152.80759779998334,152.80759779998334,152.80759779998334,153.10783369999263,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,154.05728829998407,155.30564389997744,155.30564389997744,155.30564389997744,155.30564389997744,155.30564389997744,155.30564389997744,155.30564389997744,30,55,61,33,61,60,155.30564389997744,157.27280320000136,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
31,34,61,48,0,23,23,23,,,,,,,,,,,None,157.27280320000136,157.27280320000136,157.27280320000136,157.27280320000136,157.27280320000136,157.27280320000136,i,0.34968149999622256,157.641604000004,157.641604000004,157.641604000004,157.641604000004,157.641604000004,157.641604000004,157.92351989998133,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.43974489998072,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,159.4563352999976,161.27080279999063,161.27080279999063,161.27080279999063,161.27080279999063,161.27080279999063,161.27080279999063,161.27080279999063,31,48,61,34,61,60,161.27080279999063,163.20555199999944,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
34,32,71,47,0,24,24,24,,,,,,,,,,,None,163.20555199999944,163.20555199999944,163.20555199999944,163.20555199999944,163.20555199999944,163.20555199999944,i,0.2952023999823723,163.52249929998652,163.52249929998652,163.52249929998652,163.52249929998652,163.52249929998652,163.52249929998652,163.80594160000328,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.15517899999395,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,165.17181410000194,166.81975009999587,166.81975009999587,166.81975009999587,166.81975009999587,166.81975009999587,166.81975009999587,166.81975009999587,34,47,71,32,71,60,166.81975009999587,168.58820440000272,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
35,31,74,54,0,25,25,25,,,,,,,,,,,None,168.58820440000272,168.58820440000272,168.58820440000272,168.58820440000272,168.58820440000272,168.58820440000272,i,0.26744560000952333,168.89281419999315,168.89281419999315,168.89281419999315,168.89281419999315,168.89281419999315,168.89281419999315,169.1717313999834,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.28774420000263,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,170.3042879999848,171.71948859997792,171.71948859997792,171.71948859997792,171.71948859997792,171.71948859997792,171.71948859997792,171.71948859997792,35,54,74,31,74,60,171.71948859997792,173.4538633999764,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
44,35,67,58,0,26,26,26,,,,,,,,,,,None,173.4538633999764,173.4538633999764,173.4538633999764,173.4538633999764,173.4538633999764,173.4538633999764,i,0.34870370000135154,173.8207652999845,173.8207652999845,173.8207652999845,173.8207652999845,173.8207652999845,173.8207652999845,174.1041662999778,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.120300199982,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,175.13701879998553,176.45168939998257,176.45168939998257,176.45168939998257,176.45168939998257,176.45168939998257,176.45168939998257,176.45168939998257,44,58,67,35,67,60,176.45168939998257,178.33566909999354,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
33,35,62,45,0,27,27,27,,,,,,,,,,,None,178.33566909999354,178.33566909999354,178.33566909999354,178.33566909999354,178.33566909999354,178.33566909999354,i,0.29548900001100264,178.6557113000017,178.6557113000017,178.6557113000017,178.6557113000017,178.6557113000017,178.6557113000017,178.93606139998883,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.45263749998412,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,180.46955239999807,182.2838237999822,182.2838237999822,182.2838237999822,182.2838237999822,182.2838237999822,182.2838237999822,182.2838237999822,33,45,62,35,62,60,182.2838237999822,184.03556829999434,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
38,19,70,45,0,28,28,28,,,,,,,,,,,None,184.03556829999434,184.03556829999434,184.03556829999434,184.03556829999434,184.03556829999434,184.03556829999434,i,0.28748229998745956,184.3542586999829,184.3542586999829,184.3542586999829,184.3542586999829,184.3542586999829,184.3542586999829,184.65235219997703,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.85169280000264,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,185.8683550999849,187.36663309999858,187.36663309999858,187.36663309999858,187.36663309999858,187.36663309999858,187.36663309999858,187.36663309999858,38,45,70,19,70,60,187.36663309999858,189.2175088999793,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
30,35,65,43,0,29,29,29,,,,,,,,,,,None,189.2175088999793,189.2175088999793,189.2175088999793,189.2175088999793,189.2175088999793,189.2175088999793,i,0.34919329997501336,189.58450969998376,189.58450969998376,189.58450969998376,189.58450969998376,189.58450969998376,189.58450969998376,189.88486920000287,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,191.48430829998688,193.38199689998874,193.38199689998874,193.38199689998874,193.38199689998874,193.38199689998874,193.38199689998874,193.38199689998874,30,43,65,35,65,60,193.38199689998874,195.1665886999981,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
49,33,67,46,0,30,30,30,,,,,,,,,,,None,195.1665886999981,195.1665886999981,195.1665886999981,195.1665886999981,195.1665886999981,195.1665886999981,i,0.3374494000163395,195.53352090000408,195.53352090000408,195.53352090000408,195.53352090000408,195.53352090000408,195.53352090000408,195.81664929998806,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.83335119998083,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,196.85000889998628,198.16476679997868,198.16476679997868,198.16476679997868,198.16476679997868,198.16476679997868,198.16476679997868,198.16476679997868,49,46,67,33,67,60,198.16476679997868,200.0491884999792,,,,,,,,,,,,,,,,,,,,３３７,f,２９,2023-05-21_12h05.19.207,RL,2022.2.5,59.9940845766311,
