arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,image.started,key_resp.started,key_resp.keys,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
,,,,,,,,27.192303000018,27.192303000018,space,2.112712500151247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
47,54,63,46,0,49,49,49,,,,,,,,,,,None,304.2137176999822,304.2137176999822,304.2137176999822,304.2137176999822,304.2137176999822,304.2137176999822,i,0.22615769994445145,304.4644983999897,304.4644983999897,304.4644983999897,304.4644983999897,304.4644983999897,304.4644983999897,304.7472781999968,306.14712069998495,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,306.1636659000069,307.8616828999948,307.8616828999948,307.8616828999948,307.8616828999948,307.8616828999948,307.8616828999948,307.8616828999948,47,46,54,63,54,70,307.8616828999948,309.76298919995315,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
51,56,59,51,0,50,50,50,,,,,,,,,,,None,309.76298919995315,309.76298919995315,309.76298919995315,309.76298919995315,309.76298919995315,309.76298919995315,f,0.20606309990398586,309.996678999858,309.996678999858,309.996678999858,309.996678999858,309.996678999858,309.996678999858,310.29648799984716,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,311.82946659997106,313.6608940998558,313.6608940998558,313.6608940998558,313.6608940998558,313.6608940998558,313.6608940998558,313.6608940998558,51,51,56,59,51,70,313.6608940998558,315.3785663000308,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
51,52,65,57,0,51,51,51,,,,,,,,,,,None,315.3785663000308,315.3785663000308,315.3785663000308,315.3785663000308,315.3785663000308,315.3785663000308,j,0.18326799990609288,315.57918670005165,315.57918670005165,315.57918670005165,315.57918670005165,315.57918670005165,315.57918670005165,315.87882229988463,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,316.97867219988257,318.3768414000515,318.3768414000515,318.3768414000515,318.3768414000515,318.3768414000515,318.3768414000515,318.3768414000515,51,57,52,65,65,70,318.3768414000515,320.2113677999005,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
59,60,73,56,0,52,52,52,,,,,,,,,,,None,320.2113677999005,320.2113677999005,320.2113677999005,320.2113677999005,320.2113677999005,320.2113677999005,r,0.2693341001868248,320.51178139983676,320.51178139983676,320.51178139983676,320.51178139983676,320.51178139983676,320.51178139983676,320.7947888998315,322.094218299957,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,322.1109044000041,323.6927543999627,323.6927543999627,323.6927543999627,323.6927543999627,323.6927543999627,323.6927543999627,323.6927543999627,59,56,60,73,56,70,323.6927543999627,325.443518999964,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
55,60,67,58,0,53,53,53,,,,,,,,,,,None,325.443518999964,325.443518999964,325.443518999964,325.443518999964,325.443518999964,325.443518999964,j,0.23719060001894832,325.71086160000414,325.71086160000414,325.71086160000414,325.71086160000414,325.71086160000414,325.71086160000414,325.9938334999606,327.5602690000087,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,327.5767095000483,329.4415710999165,329.4415710999165,329.4415710999165,329.4415710999165,329.4415710999165,329.4415710999165,329.4415710999165,55,58,60,67,67,70,329.4415710999165,331.32583720004186,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
56,58,62,64,0,54,54,54,,,,,,,,,,,None,331.32583720004186,331.32583720004186,331.32583720004186,331.32583720004186,331.32583720004186,331.32583720004186,j,0.2734825999941677,331.62629449996166,331.62629449996166,331.62629449996166,331.62629449996166,331.62629449996166,331.62629449996166,331.9094596998766,333.0926049000118,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,333.10966459987685,334.5905944998376,334.5905944998376,334.5905944998376,334.5905944998376,334.5905944998376,334.5905944998376,334.5905944998376,56,64,58,62,62,70,334.5905944998376,336.42488819989376,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,58,68,58,0,55,55,55,,,,,,,,,,,None,336.42488819989376,336.42488819989376,336.42488819989376,336.42488819989376,336.42488819989376,336.42488819989376,j,0.17028399999253452,336.625780900009,336.625780900009,336.625780900009,336.625780900009,336.625780900009,336.625780900009,336.908382399939,338.0419260999188,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,338.05843369988725,339.48999549984,339.48999549984,339.48999549984,339.48999549984,339.48999549984,339.48999549984,339.48999549984,62,58,58,68,68,70,339.48999549984,341.4572590999305,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
58,42,58,59,0,56,56,56,,,,,,,,,,,None,341.4572590999305,341.4572590999305,341.4572590999305,341.4572590999305,341.4572590999305,341.4572590999305,i,0.21244370006024837,341.69356829999015,341.69356829999015,341.69356829999015,341.69356829999015,341.69356829999015,341.69356829999015,341.99104529991746,342.82425930001773,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,342.84093949990347,343.9724081000313,343.9724081000313,343.9724081000313,343.9724081000313,343.9724081000313,343.9724081000313,343.9724081000313,58,59,42,58,42,70,343.9724081000313,345.72322219982743,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
59,54,52,54,0,57,57,57,,,,,,,,,,,None,345.72322219982743,345.72322219982743,345.72322219982743,345.72322219982743,345.72322219982743,345.72322219982743,i,0.23869020002894104,345.9905598999467,345.9905598999467,345.9905598999467,345.9905598999467,345.9905598999467,345.9905598999467,346.2736785998568,347.70663079991937,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,347.75444659986533,349.48815999994986,349.48815999994986,349.48815999994986,349.48815999994986,349.48815999994986,349.48815999994986,349.48815999994986,59,54,54,52,54,70,349.48815999994986,351.47221129992977,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
60,55,55,62,0,58,58,58,,,,,,,,,,,None,351.47221129992977,351.47221129992977,351.47221129992977,351.47221129992977,351.47221129992977,351.47221129992977,i,0.30615610000677407,351.8079641999211,351.8079641999211,351.8079641999211,351.8079641999211,351.8079641999211,351.8079641999211,352.0892789999489,353.2893144998234,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,353.3057559998706,354.80363929993473,354.80363929993473,354.80363929993473,354.80363929993473,354.80363929993473,354.80363929993473,354.80363929993473,60,62,55,55,55,70,354.80363929993473,356.53816019999795,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
61,57,63,58,0,59,59,59,,,,,,,,,,,None,356.53816019999795,356.53816019999795,356.53816019999795,356.53816019999795,356.53816019999795,356.53816019999795,f,0.0918034000787884,356.6581561998464,356.6581561998464,356.6581561998464,356.6581561998464,356.6581561998464,356.6581561998464,356.9386543999426,358.62141110002995,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,358.6547719000373,360.63601129991,360.63601129991,360.63601129991,360.63601129991,360.63601129991,360.63601129991,360.63601129991,61,58,57,63,61,70,360.63601129991,362.1704604998231,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
68,64,53,51,0,60,60,60,,,,,,,,,,,None,362.1704604998231,362.1704604998231,362.1704604998231,362.1704604998231,362.1704604998231,362.1704604998231,f,0.007828699890524149,362.204684099881,362.204684099881,362.204684099881,362.204684099881,362.204684099881,362.204684099881,362.48750930000097,363.3040793999098,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,363.3206119998358,364.43559379992075,364.43559379992075,364.43559379992075,364.43559379992075,364.43559379992075,364.43559379992075,364.43559379992075,68,51,64,53,68,70,364.43559379992075,366.06995479995385,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
67,58,55,65,0,61,61,61,,,,,,,,,,,None,366.06995479995385,366.06995479995385,366.06995479995385,366.06995479995385,366.06995479995385,366.06995479995385,f,0.20748219988308847,366.30532949999906,366.30532949999906,366.30532949999906,366.30532949999906,366.30532949999906,366.30532949999906,366.5870072999969,367.51987669989467,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,367.5365291000344,368.7681591999717,368.7681591999717,368.7681591999717,368.7681591999717,368.7681591999717,368.7681591999717,368.7681591999717,67,65,58,55,67,70,368.7681591999717,370.3190710998606,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
64,60,61,60,0,62,62,62,,,,,,,,,,,None,370.3190710998606,370.3190710998606,370.3190710998606,370.3190710998606,370.3190710998606,370.3190710998606,f,0.37532419990748167,370.7197255999781,370.7197255999781,370.7197255999781,370.7197255999781,370.7197255999781,370.7197255999781,371.0028124998789,372.2691138999071,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,372.28582109999843,373.85046430001967,373.85046430001967,373.85046430001967,373.85046430001967,373.85046430001967,373.85046430001967,373.85046430001967,64,60,60,61,64,70,373.85046430001967,375.618708799826,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
65,62,50,60,0,63,63,63,,,,,,,,,,,None,375.618708799826,375.618708799826,375.618708799826,375.618708799826,375.618708799826,375.618708799826,j,0.2119813000317663,375.8530659000389,375.8530659000389,375.8530659000389,375.8530659000389,375.8530659000389,375.8530659000389,376.1358164998237,377.30172179988585,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,377.33495359984227,378.7996604000218,378.7996604000218,378.7996604000218,378.7996604000218,378.7996604000218,378.7996604000218,378.7996604000218,65,60,62,50,50,70,378.7996604000218,380.78442929987796,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
59,58,62,56,0,64,64,64,,,,,,,,,,,None,380.78442929987796,380.78442929987796,380.78442929987796,380.78442929987796,380.78442929987796,380.78442929987796,r,0.2852762001566589,381.10114039992914,381.10114039992914,381.10114039992914,381.10114039992914,381.10114039992914,381.10114039992914,381.38426509988494,382.50058019999415,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,382.51722249994054,383.93230429990217,383.93230429990217,383.93230429990217,383.93230429990217,383.93230429990217,383.93230429990217,383.93230429990217,59,56,58,62,56,70,383.93230429990217,385.51622490002774,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
64,64,55,57,0,65,65,65,,,,,,,,,,,None,385.51622490002774,385.51622490002774,385.51622490002774,385.51622490002774,385.51622490002774,385.51622490002774,f,0.23769380012527108,385.7842375000473,385.7842375000473,385.7842375000473,385.7842375000473,385.7842375000473,385.7842375000473,386.06687229988165,387.6329640999902,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,387.6495548998937,389.51434049988165,389.51434049988165,389.51434049988165,389.51434049988165,389.51434049988165,389.51434049988165,389.51434049988165,64,57,64,55,64,70,389.51434049988165,391.4485483998433,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
67,61,47,52,0,66,66,66,,,,,,,,,,,None,391.4485483998433,391.4485483998433,391.4485483998433,391.4485483998433,391.4485483998433,391.4485483998433,j,0.26359159988351166,391.7328103999607,391.7328103999607,391.7328103999607,391.7328103999607,391.7328103999607,391.7328103999607,392.0155696000438,393.2321850999724,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,393.2486470998265,394.7634125999175,394.7634125999175,394.7634125999175,394.7634125999175,394.7634125999175,394.7634125999175,394.7634125999175,67,52,61,47,47,70,394.7634125999175,396.54760109982453,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
60,56,52,56,0,67,67,67,,,,,,,,,,,None,396.54760109982453,396.54760109982453,396.54760109982453,396.54760109982453,396.54760109982453,396.54760109982453,j,0.42113459995016456,396.9998176000081,396.9998176000081,396.9998176000081,396.9998176000081,396.9998176000081,396.9998176000081,397.2820202000439,398.714313399978,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,398.7316321998369,400.4625088998582,400.4625088998582,400.4625088998582,400.4625088998582,400.4625088998582,400.4625088998582,400.4625088998582,60,56,56,52,52,70,400.4625088998582,402.3802799999248,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
67,64,61,52,0,68,68,68,,,,,,,,,,,None,402.3802799999248,402.3802799999248,402.3802799999248,402.3802799999248,402.3802799999248,402.3802799999248,i,0.34238489996641874,402.7477600998245,402.7477600998245,402.7477600998245,402.7477600998245,402.7477600998245,402.7477600998245,403.03067719982937,404.0133346999064,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,404.03029199992307,405.3114952999167,405.3114952999167,405.3114952999167,405.3114952999167,405.3114952999167,405.3114952999167,405.3114952999167,67,52,64,61,64,70,405.3114952999167,407.0625561999623,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,70,64,51,0,69,69,69,,,,,,,,,,,None,407.0625561999623,407.0625561999623,407.0625561999623,407.0625561999623,407.0625561999623,407.0625561999623,i,0.32577600004151464,407.4134171998594,407.4134171998594,407.4134171998594,407.4134171998594,407.4134171998594,407.4134171998594,407.69625799986534,408.9126621000469,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,408.92958829994313,410.4441996999085,410.4441996999085,410.4441996999085,410.4441996999085,410.4441996999085,410.4441996999085,410.4441996999085,62,51,70,64,70,70,410.4441996999085,412.16177909984253,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
67,63,56,46,0,70,70,70,,,,,,,,,,,None,412.16177909984253,412.16177909984253,412.16177909984253,412.16177909984253,412.16177909984253,412.16177909984253,i,0.24226170009933412,412.42895459989086,412.42895459989086,412.42895459989086,412.42895459989086,412.42895459989086,412.42895459989086,412.71174119994976,414.3791624000296,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,414.39494419982657,416.36004179995507,416.36004179995507,416.36004179995507,416.36004179995507,416.36004179995507,416.36004179995507,416.36004179995507,67,46,63,56,63,70,416.36004179995507,417.99410349992104,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
64,54,67,50,0,71,71,71,,,,,,,,,,,None,417.99410349992104,417.99410349992104,417.99410349992104,417.99410349992104,417.99410349992104,417.99410349992104,i,0.3124971999786794,418.3291427998338,418.3291427998338,418.3291427998338,418.3291427998338,418.3291427998338,418.3291427998338,418.62793949991465,420.0608047998976,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,420.07733080000617,421.8089010999538,421.8089010999538,421.8089010999538,421.8089010999538,421.8089010999538,421.8089010999538,421.8089010999538,64,50,54,67,54,70,421.8089010999538,423.49298839992844,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
67,56,60,50,0,72,72,72,,,,,,,,,,,None,423.49298839992844,423.49298839992844,423.49298839992844,423.49298839992844,423.49298839992844,423.49298839992844,f,0.31884839991107583,423.8436665998306,423.8436665998306,423.8436665998306,423.8436665998306,423.8436665998306,423.8436665998306,424.143577599898,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,425.7429839000106,427.64100750000216,427.64100750000216,427.64100750000216,427.64100750000216,427.64100750000216,427.64100750000216,427.64100750000216,67,50,56,60,67,70,427.64100750000216,429.3419530999381,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
65,57,53,48,0,73,73,73,,,,,,,,,,,None,429.3419530999381,429.3419530999381,429.3419530999381,429.3419530999381,429.3419530999381,429.3419530999381,f,0.24019440007396042,429.60953859984875,429.60953859984875,429.60953859984875,429.60953859984875,429.60953859984875,429.60953859984875,429.89307879982516,431.67547739995643,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,431.69214089983143,433.77339979982935,433.77339979982935,433.77339979982935,433.77339979982935,433.77339979982935,433.77339979982935,433.77339979982935,65,48,57,53,65,70,433.77339979982935,435.65795199992135,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,60,57,47,0,74,74,74,,,,,,,,,,,None,435.65795199992135,435.65795199992135,435.65795199992135,435.65795199992135,435.65795199992135,435.65795199992135,f,0.2738401999231428,435.9585503998678,435.9585503998678,435.9585503998678,435.9585503998678,435.9585503998678,435.9585503998678,436.24132220004685,437.3578382998239,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,437.37448500003666,438.7890114998445,438.7890114998445,438.7890114998445,438.7890114998445,438.7890114998445,438.7890114998445,438.7890114998445,62,47,60,57,62,70,438.7890114998445,440.6726889000274,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,55,50,49,0,75,75,75,,,,,,,,,,,q,458.4535973998718,458.4535973998718,458.4535973998718,458.4535973998718,458.4535973998718,458.4535973998718,i,0.6966929000336677,459.1711546999868,459.1711546999868,459.1711546999868,459.1711546999868,459.1711546999868,459.1711546999868,459.45445209997706,461.40331640001386,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,461.42003999999724,463.6684775999747,463.6684775999747,463.6684775999747,463.6684775999747,463.6684775999747,463.6684775999747,463.6684775999747,62,49,55,50,55,70,463.6684775999747,465.535740399966,440.6726889000274,440.6726889000274,12.733974899863824,453.43875700002536,453.43875700002536,458.4535973998718,458.4535973998718,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,48,57,42,0,76,76,76,,,,,,,,,,,None,465.535740399966,465.535740399966,465.535740399966,465.535740399966,465.535740399966,465.535740399966,i,0.2593125000130385,465.81969089992344,465.81969089992344,465.81969089992344,465.81969089992344,465.81969089992344,465.81969089992344,466.10270199994557,467.9858574999962,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,468.0023334999569,470.1839707000181,470.1839707000181,470.1839707000181,470.1839707000181,470.1839707000181,470.1839707000181,470.1839707000181,62,42,48,57,48,70,470.1839707000181,472.0018793998752,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
62,36,51,51,0,77,77,77,,,,,,,,,,,None,472.0018793998752,472.0018793998752,472.0018793998752,472.0018793998752,472.0018793998752,472.0018793998752,f,0.2266151998192072,472.2517770999111,472.2517770999111,472.2517770999111,472.2517770999111,472.2517770999111,472.2517770999111,472.5352560998872,473.8853048000019,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,473.90123159997165,475.53278540004976,475.53278540004976,475.53278540004976,475.53278540004976,475.53278540004976,475.53278540004976,475.53278540004976,62,51,36,51,62,70,475.53278540004976,477.20051869982854,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
56,37,47,51,0,78,78,78,,,,,,,,,,,None,477.20051869982854,477.20051869982854,477.20051869982854,477.20051869982854,477.20051869982854,477.20051869982854,f,0.24706460000015795,477.4681325999554,477.4681325999554,477.4681325999554,477.4681325999554,477.4681325999554,477.4681325999554,477.7509753999766,479.28398839989677,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,479.30053499992937,481.13163329986855,481.13163329986855,481.13163329986855,481.13163329986855,481.13163329986855,481.13163329986855,481.13163329986855,56,51,37,47,56,70,481.13163329986855,482.76601809985004,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
64,33,54,47,0,79,79,79,,,,,,,,,,,None,482.76601809985004,482.76601809985004,482.76601809985004,482.76601809985004,482.76601809985004,482.76601809985004,r,0.3342602998018265,483.13485449994914,483.13485449994914,483.13485449994914,483.13485449994914,483.13485449994914,483.13485449994914,483.4166308999993,484.54969220003113,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,484.5662889999803,485.9973637999501,485.9973637999501,485.9973637999501,485.9973637999501,485.9973637999501,485.9973637999501,485.9973637999501,64,47,33,54,47,70,485.9973637999501,487.79852369986475,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
61,36,57,51,0,80,80,80,,,,,,,,,,,None,487.79852369986475,487.79852369986475,487.79852369986475,487.79852369986475,487.79852369986475,487.79852369986475,j,0.2473844001069665,488.0658201999031,488.0658201999031,488.0658201999031,488.0658201999031,488.0658201999031,488.0658201999031,488.3487746999599,489.5489159999415,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,489.56540119997226,491.06348579982296,491.06348579982296,491.06348579982296,491.06348579982296,491.06348579982296,491.06348579982296,491.06348579982296,61,51,36,57,57,70,491.06348579982296,492.76484039984643,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
57,28,62,44,0,81,81,81,,,,,,,,,,,None,492.76484039984643,492.76484039984643,492.76484039984643,492.76484039984643,492.76484039984643,492.76484039984643,i,0.2629942998755723,493.0486639998853,493.0486639998853,493.0486639998853,493.0486639998853,493.0486639998853,493.0486639998853,493.3314086999744,494.6977782000322,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,494.7144667999819,496.3791115998756,496.3791115998756,496.3791115998756,496.3791115998756,496.3791115998756,496.3791115998756,496.3791115998756,57,44,28,62,28,70,496.3791115998756,497.9634956000373,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
56,33,46,39,0,82,82,82,,,,,,,,,,,None,497.9634956000373,497.9634956000373,497.9634956000373,497.9634956000373,497.9634956000373,497.9634956000373,i,0.20380720007233322,498.1973361999262,498.1973361999262,498.1973361999262,498.1973361999262,498.1973361999262,498.1973361999262,498.480706699891,500.3466376999859,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,500.36343399994075,502.52808670001104,502.52808670001104,502.52808670001104,502.52808670001104,502.52808670001104,502.52808670001104,502.52808670001104,56,39,33,46,33,70,502.52808670001104,504.0956862999592,,,,,,,,,,,002,f,19,2023-05-13_12h47.12.006,RL,2022.2.5,60.17089740924251,
