arm1,arm2,arm3,arm4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instru_img1.started,instru_resp.started,instru_resp.keys,instru_resp.rt,image_2.started,text_2.started,image_2.stopped,text_2.stopped,fixbefore_2.started,fixbefore_2.stopped,rest_response.keys,red.started,green.started,yellow.started,blue.started,choose_bandit.started,Fixation.started,choose_bandit.keys,choose_bandit.rt,black.started,red_2.started,green_2.started,yellow_2.started,blue_2.started,fixation_2.started,docs.started,docs.stopped,black.stopped,red_2.stopped,green_2.stopped,yellow_2.stopped,blue_2.stopped,fixation_2.stopped,black_com.started,reward_sub.started,reward__sub.started,red_compare.started,green_com.started,yellow_com.started,blue_com.started,black_com.stopped,reward_sub.stopped,reward__sub.stopped,red_compare.stopped,green_com.stopped,yellow_com.stopped,blue_com.stopped,rewardred,rewardyellow,rewardblue,rewardgreen,subchoose,expectation,intertrialfix.started,intertrialfix.stopped,rest_image.started,rest_response.started,rest_response.rt,image_expect_after.started,text_exp_after.started,image_expect_after.stopped,text_exp_after.stopped,red.stopped,green.stopped,yellow.stopped,blue.stopped,choose_bandit.stopped,Fixation.stopped,bigx.started,bigx.stopped,image.started,key_resp.started,key_resp.keys,key_resp.rt,participant,Gender,Age,date,expName,psychopyVersion,frameRate,
42,37,52,64,0,9,9,9,,,,,,,,,,,None,75.99084270000003,75.99084270000003,75.99084270000003,75.99084270000003,75.99084270000003,75.99084270000003,j,0.39067530000011175,76.40970710000056,76.40970710000056,76.40970710000056,76.40970710000056,76.40970710000056,76.40970710000056,76.69121739999991,78.25745050000023,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,78.2739687000003,80.1389194000003,80.1389194000003,80.1389194000003,80.1389194000003,80.1389194000003,80.1389194000003,80.1389194000003,42,64,37,52,52,60,80.1389194000003,81.95627820000027,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
38,44,57,62,0,10,10,10,,,,,,,,,,,None,81.95627820000027,81.95627820000027,81.95627820000027,81.95627820000027,81.95627820000027,81.95627820000027,r,0.34878719999960595,82.32351110000036,82.32351110000036,82.32351110000036,82.32351110000036,82.32351110000036,82.32351110000036,82.60639069999979,84.39000940000005,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,84.4067101999999,86.48779560000003,86.48779560000003,86.48779560000003,86.48779560000003,86.48779560000003,86.48779560000003,86.48779560000003,38,62,44,57,62,60,86.48779560000003,88.35547589999987,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
44,45,51,53,0,11,11,11,,,,,,,,,,,None,88.35547589999987,88.35547589999987,88.35547589999987,88.35547589999987,88.35547589999987,88.35547589999987,r,0.31247129999974277,88.69082680000065,88.69082680000065,88.69082680000065,88.69082680000065,88.69082680000065,88.69082680000065,88.98878080000031,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,90.62213940000038,92.55313600000045,92.55313600000045,92.55313600000045,92.55313600000045,92.55313600000045,92.55313600000045,92.55313600000045,44,53,45,51,53,60,92.55313600000045,94.12063829999988,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
40,49,52,64,0,12,12,12,,,,,,,,,,,None,94.12063829999988,94.12063829999988,94.12063829999988,94.12063829999988,94.12063829999988,94.12063829999988,j,0.3302067000004172,94.47303900000043,94.47303900000043,94.47303900000043,94.47303900000043,94.47303900000043,94.47303900000043,94.77136659999996,95.62145479999981,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,95.63807460000044,96.78590729999996,96.78590729999996,96.78590729999996,96.78590729999996,96.78590729999996,96.78590729999996,96.78590729999996,40,64,49,52,52,60,96.78590729999996,98.62037500000042,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
39,49,48,68,0,13,13,13,,,,,,,,,,,None,98.62037500000042,98.62037500000042,98.62037500000042,98.62037500000042,98.62037500000042,98.62037500000042,f,0.28483720000076573,98.94074650000039,98.94074650000039,98.94074650000039,98.94074650000039,98.94074650000039,98.94074650000039,99.2207726000006,100.82011849999981,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,100.83666230000017,102.73475229999985,102.73475229999985,102.73475229999985,102.73475229999985,102.73475229999985,102.73475229999985,102.73475229999985,39,68,49,48,39,60,102.73475229999985,104.71971240000039,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
38,57,55,56,0,14,14,14,,,,,,,,,,,None,104.71971240000039,104.71971240000039,104.71971240000039,104.71971240000039,104.71971240000039,104.71971240000039,r,0.2536923999996361,105.0029298999998,105.0029298999998,105.0029298999998,105.0029298999998,105.0029298999998,105.0029298999998,105.2860971,106.91937150000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,106.93584060000012,108.86728850000054,108.86728850000054,108.86728850000054,108.86728850000054,108.86728850000054,108.86728850000054,108.86728850000054,38,56,57,55,56,60,108.86728850000054,110.58493080000062,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
37,56,57,58,0,15,15,15,,,,,,,,,,,None,110.58493080000062,110.58493080000062,110.58493080000062,110.58493080000062,110.58493080000062,110.58493080000062,j,0.31249209999987215,110.91983470000014,110.91983470000014,110.91983470000014,110.91983470000014,110.91983470000014,110.91983470000014,111.21845269999994,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,112.61811190000026,114.3164882000001,114.3164882000001,114.3164882000001,114.3164882000001,114.3164882000001,114.3164882000001,114.3164882000001,37,58,56,57,57,60,114.3164882000001,115.83362159999979,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
37,43,66,59,0,16,16,16,,,,,,,,,,,None,115.83362159999979,115.83362159999979,115.83362159999979,115.83362159999979,115.83362159999979,115.83362159999979,r,0.2556441000006089,116.11906470000031,116.11906470000031,116.11906470000031,116.11906470000031,116.11906470000031,116.11906470000031,116.41737410000042,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,118.01741930000026,119.91538279999986,119.91538279999986,119.91538279999986,119.91538279999986,119.91538279999986,119.91538279999986,119.91538279999986,37,59,43,66,59,60,119.91538279999986,121.44934710000052,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
39,48,61,61,0,17,17,17,,,,,,,,,,,None,121.44934710000052,121.44934710000052,121.44934710000052,121.44934710000052,121.44934710000052,121.44934710000052,r,0.3182735000000321,121.80452200000036,121.80452200000036,121.80452200000036,121.80452200000036,121.80452200000036,121.80452200000036,122.08309770000051,124.0330555999999,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,124.04924110000047,126.29702420000012,126.29702420000012,126.29702420000012,126.29702420000012,126.29702420000012,126.29702420000012,126.29702420000012,39,61,48,61,61,60,126.29702420000012,128.2316808000005,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
44,57,62,57,0,18,18,18,,,,,,,,,,,None,128.2316808000005,128.2316808000005,128.2316808000005,128.2316808000005,128.2316808000005,128.2316808000005,r,0.2778477000001658,128.5364208000001,128.5364208000001,128.5364208000001,128.5364208000001,128.5364208000001,128.5364208000001,128.81565480000063,129.98180980000052,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,129.9985774000006,131.46330410000064,131.46330410000064,131.46330410000064,131.46330410000064,131.46330410000064,131.46330410000064,131.46330410000064,44,57,57,62,57,60,131.46330410000064,133.34787940000024,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
30,51,55,72,0,19,19,19,,,,,,,,,,,None,133.34787940000024,133.34787940000024,133.34787940000024,133.34787940000024,133.34787940000024,133.34787940000024,j,0.24786330000006274,133.61518350000006,133.61518350000006,133.61518350000006,133.61518350000006,133.61518350000006,133.61518350000006,133.89816040000005,135.81418550000035,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,135.83077709999998,138.0458376000006,138.0458376000006,138.0458376000006,138.0458376000006,138.0458376000006,138.0458376000006,138.0458376000006,30,72,51,55,55,60,138.0458376000006,139.93023559999983,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
32,48,64,72,0,20,20,20,,,,,,,,,,,None,139.93023559999983,139.93023559999983,139.93023559999983,139.93023559999983,139.93023559999983,139.93023559999983,j,0.28328310000051715,140.25125579999985,140.25125579999985,140.25125579999985,140.25125579999985,140.25125579999985,140.25125579999985,140.5302714999998,141.94634330000008,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,141.96292830000039,143.67783289999988,143.67783289999988,143.67783289999988,143.67783289999988,143.67783289999988,143.67783289999988,143.67783289999988,32,72,48,64,64,60,143.67783289999988,145.67899940000007,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
38,39,62,75,0,21,21,21,,,,,,,,,,,None,145.67899940000007,145.67899940000007,145.67899940000007,145.67899940000007,145.67899940000007,145.67899940000007,r,0.23472969999966153,145.94949730000008,145.94949730000008,145.94949730000008,145.94949730000008,145.94949730000008,145.94949730000008,146.22929000000022,147.19565109999985,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,147.21228630000041,148.47712000000047,148.47712000000047,148.47712000000047,148.47712000000047,148.47712000000047,148.47712000000047,148.47712000000047,38,75,39,62,75,60,148.47712000000047,149.9949102999999,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
39,39,58,71,0,22,22,22,,,,,,,,,,,None,149.9949102999999,149.9949102999999,149.9949102999999,149.9949102999999,149.9949102999999,149.9949102999999,j,0.32182300000022224,150.34513770000012,150.34513770000012,150.34513770000012,150.34513770000012,150.34513770000012,150.34513770000012,150.64494509999986,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,151.71143420000044,153.0762365999999,153.0762365999999,153.0762365999999,153.0762365999999,153.0762365999999,153.0762365999999,153.0762365999999,39,71,39,58,58,60,153.0762365999999,154.69419110000035,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
32,46,56,79,0,23,23,23,,,,,,,,,,,None,154.69419110000035,154.69419110000035,154.69419110000035,154.69419110000035,154.69419110000035,154.69419110000035,j,0.2948105999994368,155.01163009999982,155.01163009999982,155.01163009999982,155.01163009999982,155.01163009999982,155.01163009999982,155.29388569999992,156.81048759999976,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,156.8275236999998,158.64187240000047,158.64187240000047,158.64187240000047,158.64187240000047,158.64187240000047,158.64187240000047,158.64187240000047,32,79,46,56,56,60,158.64187240000047,160.20961129999978,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
37,53,59,73,0,24,24,24,,,,,,,,,,,None,160.20961129999978,160.20961129999978,160.20961129999978,160.20961129999978,160.20961129999978,160.20961129999978,r,0.2464682999998331,160.47667660000025,160.47667660000025,160.47667660000025,160.47667660000025,160.47667660000025,160.47667660000025,160.75973840000006,161.8763297000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,161.89263200000005,163.3078303000002,163.3078303000002,163.3078303000002,163.3078303000002,163.3078303000002,163.3078303000002,163.3078303000002,37,73,53,59,73,60,163.3078303000002,165.22527549999995,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
46,50,56,84,0,25,25,25,,,,,,,,,,,None,165.22527549999995,165.22527549999995,165.22527549999995,165.22527549999995,165.22527549999995,165.22527549999995,r,0.2725762999998551,165.5260315000005,165.5260315000005,165.5260315000005,165.5260315000005,165.5260315000005,165.5260315000005,165.8250764000004,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,167.12530190000052,168.72349180000037,168.72349180000037,168.72349180000037,168.72349180000037,168.72349180000037,168.72349180000037,168.72349180000037,46,84,50,56,84,60,168.72349180000037,170.6742162999999,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
38,42,66,77,0,26,26,26,,,,,,,,,,,None,170.6742162999999,170.6742162999999,170.6742162999999,170.6742162999999,170.6742162999999,170.6742162999999,r,0.25971519999984594,170.95835230000012,170.95835230000012,170.95835230000012,170.95835230000012,170.95835230000012,170.95835230000012,171.25830640000004,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,173.07418280000002,175.17231290000018,175.17231290000018,175.17231290000018,175.17231290000018,175.17231290000018,175.17231290000018,175.17231290000018,38,77,42,66,77,60,175.17231290000018,177.0234420000006,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
35,46,60,69,0,27,27,27,,,,,,,,,,,None,177.0234420000006,177.0234420000006,177.0234420000006,177.0234420000006,177.0234420000006,177.0234420000006,r,0.3255661000002874,177.3747297,177.3747297,177.3747297,177.3747297,177.3747297,177.3747297,177.65713039999991,178.74032140000054,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,178.75680300000022,180.13897090000046,180.13897090000046,180.13897090000046,180.13897090000046,180.13897090000046,180.13897090000046,180.13897090000046,35,69,46,60,69,60,180.13897090000046,181.80573670000012,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
41,52,69,77,0,28,28,28,,,,,,,,,,,None,181.80573670000012,181.80573670000012,181.80573670000012,181.80573670000012,181.80573670000012,181.80573670000012,r,0.26340580000032787,182.09032810000008,182.09032810000008,182.09032810000008,182.09032810000008,182.09032810000008,182.09032810000008,182.37258780000047,183.62238849999994,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,183.63916510000035,185.187046,185.187046,185.187046,185.187046,185.187046,185.187046,185.187046,41,77,52,69,77,60,185.187046,187.05514660000063,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
26,42,74,89,0,29,29,29,,,,,,,,,,,None,187.05514660000063,187.05514660000063,187.05514660000063,187.05514660000063,187.05514660000063,187.05514660000063,r,0.2599441000002116,187.34071070000027,187.34071070000027,187.34071070000027,187.34071070000027,187.34071070000027,187.34071070000027,187.63858080000045,188.5055084000005,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,188.5215017999999,189.6863475,189.6863475,189.6863475,189.6863475,189.6863475,189.6863475,189.6863475,26,89,42,74,89,60,189.6863475,191.43731480000042,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
41,46,82,87,0,30,30,30,,,,,,,,,,,None,191.43731480000042,191.43731480000042,191.43731480000042,191.43731480000042,191.43731480000042,191.43731480000042,r,0.3858184999999139,191.8684355000005,191.8684355000005,191.8684355000005,191.8684355000005,191.8684355000005,191.8684355000005,192.1546661000002,193.5872341000004,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,193.60381510000025,195.33535389999997,195.33535389999997,195.33535389999997,195.33535389999997,195.33535389999997,195.33535389999997,195.33535389999997,41,87,46,82,87,60,195.33535389999997,197.15307699999994,,,,,,,,,,,,,,,,,,,,３１７,f,２２,2023-05-19_09h28.52.343,RL,2022.2.5,60.08412979858704,
